cafe,street,user,time,stars,reviews
Dispatch Coffee,Bay St,E Y,7 months ago, 5 stars ,"Been on their beans since they opened this branch, stable great quality"
Dispatch Coffee,Bay St,Yuxi Chen,7 months ago, 5 stars ,Hi Tianran! Thanks so much for your support and the review :) See you soon
Dispatch Coffee,Bay St,Scott Cooper,8 months ago, 5 stars ,"Amazing cafe! The barista, Karen, was so attentive to all my needs and I definitely will be back for my weekly latte fix😁 …"
Dispatch Coffee,Bay St,Ryan Cheung,8 months ago, 5 stars ,Hi Darren - thank you for this lovely feedback!
Dispatch Coffee,Bay St,SaraLi Forouzanfar,8 months ago, 4 stars ,Great location for coffee with good seating and ports to get work done. Lots of seating with high chairs and great wifi
Dispatch Coffee,Bay St,Marium Amin,9 months ago, 5 stars ,Thank you R M :) Glad you enjoyed your visit!
Dispatch Coffee,Bay St,Elyjah Schimmens,10 months ago, 4 stars ,"Clean, minimalist space in the Financial District serving good coffee. Easy in, easy out."
Dispatch Coffee,Bay St,Christian Mathews-Gagne,10 months ago, 5 stars ,"Thanks for the great review, Theresa!"
Dispatch Coffee,Bay St,Dan Chen,10 months ago, 5 stars ,
Dispatch Coffee,Bay St,Adrian B,10 months ago, 5 stars ,"Lovely cafe with friendly baristas and delicious coffee, would love to visit again!"
Dispatch Coffee,Bay St,karen d.,10 months ago, 5 stars ,Then we'll see you soon Maggie! :)
Dispatch Coffee,Bay St,Luciano Rizzi,11 months ago, 5 stars ,High quality coffee and a really quiet comfortable space to enjoy the coffee and some company.
Dispatch Coffee,Bay St,Qinyan Zhao,11 months ago, 5 stars ,Thank you Daniel!
Dispatch Coffee,Bay St,Benny Tong,a year ago, 4 stars ,"No way is this a 4.7 in terms of actual coffee. Beautiful shop and great location. But coffee bean is now fruity mild Canadian rubbish, and baristas are often undertrained and overworked so they make a quick and dirty silly coffee I can make at home. Nor what this used to be. Still a decent rendezvous for meetings, but an ordinary coffee shop for actual coffee."
Dispatch Coffee,Bay St,Alexandra Marquez,a year ago, 5 stars ,"Hi there More Spinach - we're disappointed to hear you didn't enjoy your visit at our Toronto location. We'd like to hear more about the coffee you were served. You can reach us at info@dispatchcoffee.ca.

We are a third wave coffee roaster, thus our beans are roasted medium-light and are very different from say traditional Italian espresso cafés! We encourage you to read more about the coffee farmers we support here: www.dispatchcoffee.ca/pages/impact. Our baristas are well trained and experienced in the industry, but we understand if you didn't like the drink you ordered! Hoping to hear from you via email."
Dispatch Coffee,Bay St,Gabriel Lessard,a year ago, 5 stars ,Really good flat white. But what I loved the most was the upstairs seating area. Great ambience.
Dispatch Coffee,Bay St,Adam Gilani,a year ago, 5 stars ,Thank you Ally - see you soon :)
Dispatch Coffee,Bay St,G,a year ago, 1 star ,
Dispatch Coffee,Bay St,N'Gatta Aka,a year ago, 5 stars ,
Dispatch Coffee,Bay St,Erinna Sanders,a year ago, 5 stars ,"I do appreciate places like these. Designed for remote work and meetups. Right in financial district. Has a mezannine up top with an abundance of comfy seating. I can't give it a full 5 though. It's too... perfect. (Also wi-fi was meh.)

💓 Vibe - 3/5
🪑 Seating - 5/5
↔️ Space - 5/5
📶 Wifi -3/5
☕️ Coffee - 4/5"
