cafe,street,user,time,stars,reviews
Juice & Java Cafe,Queen St E,ruhl mcgill,10 months ago, 1 star ,Terrible.
Juice & Java Cafe,Queen St E,Deborah Niles,11 months ago, 4 stars ,
Juice & Java Cafe,Queen St E,EV Palisoc,a year ago, 5 stars ,"This is now our neighbourhood Go-To place to relax and enjoy a cup of coffee or tea, and their savoury crepes and salads.
Helen and her staff are really warm and friendly, and their shoppe is so inviting and comfortable.
We especially enjoy lounging upstairs by the fireplace with a hot chocolate..."
Juice & Java Cafe,Queen St E,Olivia Morgan,a year ago, 1 star ,Staff is not friendly & coffee is overrated. I dropped my coffee in the store after I paid $7.00 for a coffee and I tipped. They made me buy another one. Plus they force people to tip when just ordering coffee at the cash. Never going back again
Juice & Java Cafe,Queen St E,Arash A,a year ago, 5 stars ,"Nice coffee and menu in general, very friendly staff . Highly recommanded"
Juice & Java Cafe,Queen St E,Ricardo Henry,a year ago, 5 stars ,
Juice & Java Cafe,Queen St E,Austin McAuley,a year ago, 5 stars ,Love the coffee. Worth a stop.
Juice & Java Cafe,Queen St E,Anna Trouchina,a year ago, 5 stars ,"Came here a few times and absolutely love their food and service. First time, we ordered the stuffed peppers with meat to take home - and oh my gosh so yummy and full of flavor. Second time, ordered the Cubano sandwich and the smoked salmon crepe. The Cubano is perfect, very yummy and the crepe is well balanced with smoked salmon, cream cheese, onion and capers. Definitely will be back to try other items. They’re also very nice people. Thank you so much!"
Juice & Java Cafe,Queen St E,Dmelody Brown,a year ago, 5 stars ,
Juice & Java Cafe,Queen St E,Steph Z,a year ago, 5 stars ,
Juice & Java Cafe,Queen St E,Jan et,a year ago, 5 stars ,
Juice & Java Cafe,Queen St E,Jena Ravindran MEI,a year ago, 1 star ,"The lady that worked there was very rude and I ordered a quesadilla with no veggies (just salsa and sour cream on the side, as stated on the menu) and when I got my order 15 minutes later there was no salsa and the sour cream was taziki. I told her that there was no salsa so she whipped up some “salsa”that was very gross. 10/10 do not recommend"
Juice & Java Cafe,Queen St E,Jonathan Lin,2 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Bruce Fullerton,2 years ago, 4 stars ,Absolutely delicious authentic feeling and great service family favourite
Juice & Java Cafe,Queen St E,Ailsa Ferguson,2 years ago, 5 stars ,It's not busy just now but it's got great food! Just bought the chicken parm -- really delicious! Two dinners if I don't pig out. ..
Juice & Java Cafe,Queen St E,Dimetre Alexiou,2 years ago, 5 stars ,"Awesome staff, and great food."
Juice & Java Cafe,Queen St E,Douglas Lapointe,2 years ago, 1 star ,Owner of this placed was very rude to customers and employees.
Juice & Java Cafe,Queen St E,The wanderer Mari,2 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Steven M,2 years ago, 3 stars ,
Juice & Java Cafe,Queen St E,Eagle Learn,2 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Angela,2 years ago, 1 star ,Bad service - pressured to tip. Average food and drink
Juice & Java Cafe,Queen St E,Aqib Sakhia,2 years ago, 5 stars ,The crepes are great and the staff is friendly
Juice & Java Cafe,Queen St E,Anna Moskovchenko,2 years ago, 5 stars ,"Friendly staff, amazing coffee and wonderful atmosphere. Super happy that they had indoor seating and maintained such great social distancing!"
Juice & Java Cafe,Queen St E,Robert Lee,2 years ago, 4 stars ,Cute patio in the Eastern Beach.
Juice & Java Cafe,Queen St E,Melanie Sands,2 years ago, 5 stars ,"Good food, worth the wait while the make it!"
Juice & Java Cafe,Queen St E,Bert Archer,2 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Sergey Talashkevich,2 years ago, 5 stars ,Amazing sandwiches!
Juice & Java Cafe,Queen St E,Riz F,2 years ago, 5 stars ,The best brownies I have ever tried and they also make very good date squares. 😃 …
Juice & Java Cafe,Queen St E,H Nouraei,2 years ago, 5 stars ,Nice coffeehouse
Juice & Java Cafe,Queen St E,Fabian Baijnauth,2 years ago, 5 stars ,Great local Cafe with amazing baked goods and coffee
Juice & Java Cafe,Queen St E,Kresix,2 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,BAEWOON LEE,2 years ago, 5 stars ,"(Translated by Google) The staff are friendly, the coffee tastes good, and the inside is cozy, but surprisingly there are plenty of seats. This is a very nice cafe

(Original)
직원들이 친절하고 커피맛도 괜찮고 내부는 아늑하면서도 의외로 좌석이 많아요. 아주 괜찮은 카페입니다"
Juice & Java Cafe,Queen St E,Linda Fair,2 years ago, 5 stars ,Love the crepes!
Juice & Java Cafe,Queen St E,human 999,3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Cynthia Lee,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Vivienne McCuaig,3 years ago, 2 stars ,"The location is great and the food and coffee is fine; however, the service is atrocious. The owner can be quite surly and employees come and go on what seems to be a weekly basis. Be prepared for long line ups."
Juice & Java Cafe,Queen St E,Niko Kuparinen,3 years ago, 4 stars ,"Clean cafe with good service, and friendly staff. A selection of good coffees (especially the hazelnut vanilla), and good, fresh-made food (sandwiches, salads, crepes). The daily soups are good, but get it while you can; they sell out fast."
Juice & Java Cafe,Queen St E,Yvette Roberts,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Stephen Lussier (ioweyouacoke),3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,KelticRogue,3 years ago, 5 stars ,"menu (sweet or savory crepes, sandwiches, soups, stews and chilli available), hot beverages and cold drinks, also baked goods"
Juice & Java Cafe,Queen St E,Cayden Krattli,3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Merccedeh M,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Devyn Hill,3 years ago, 5 stars ,Great bread and fresh sandwiches. Lots of veg options !
Juice & Java Cafe,Queen St E,Benjamin Nelson,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Sumeeth S.,3 years ago, 1 star ,"The Beaches has plenty of cafes to choose from, and I would definitely avoid this place.

Food is mediocre and coffee is average. Most importantly, the service is horrible! I live in the area and would occasionally frequent this cafe. I would always be greeted with a stern frown for a greeting.

There are better options in this area, and better choices  when it comes to food, drink, and service."
Juice & Java Cafe,Queen St E,Aya Hachicho,3 years ago, 4 stars ,"This place is actually really great in the winter! It’s very cozy. Their mocha was good.

I also ordered a vege delight crepe, it was ok but I wish it had more flavor. The sauce was on the side and would have preferred it on the inside to add some taste to the veges"
Juice & Java Cafe,Queen St E,Jesse Isakow,3 years ago, 5 stars ,Always delicious and fresh
Juice & Java Cafe,Queen St E,Laura B,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Heather Phears,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Dianna English,3 years ago, 5 stars ,"Really lovely staff. Chicken Caesar wrap is so yummy. But my favorite thing is that they have really really good fresh brewed iced tea. Makes my American heart so happy! Flavors are light, and tea tastes fantastic."
Juice & Java Cafe,Queen St E,Alex Balikoev,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Diana C,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Angela Arnold,3 years ago, 2 stars ,"Overpriced! Same food you can make at home with pancake batter ,and would probably be better &warmer! And cheaper by far ! Get over your selves juice & java cafe it's pancake batter not gold dust!!! Major league FAIL"
Juice & Java Cafe,Queen St E,Trina Szkut,3 years ago, 3 stars ,"There areonly a few breakfast place to try on this side of Queens street. We woke up late from a trip and it was pass 11 AM  finding a breakfast place to eat. We want to enjoy the place where we could feel we were in The Beaches area and would not like to eat in a fast food joint and found  Juice & Java. Big seating area in/out,The food was good for breakfast,service is average, self service except for  food was delivered to our table. Pricing I think is somewhat high for the food and service offered."
Juice & Java Cafe,Queen St E,Nicole N,3 years ago, 5 stars ,"Quality food for a reasonable price in a cute spot, great for coffee catch-ups with friends or even small business meetings. Heard the crepes were amazing, so we shared the Greek and salmon crepes - both were delicious! Their fresh lemonade is good too!"
Juice & Java Cafe,Queen St E,Christopher Ball,3 years ago, 5 stars ,Very good crepes and sandwiches
Juice & Java Cafe,Queen St E,Travis Hay,3 years ago, 5 stars ,"I love it here. The service is friendly, the atmosphere is so casual, and the food is DELICIOUS! Such a great secret of the beaches!"
Juice & Java Cafe,Queen St E,LightHouse Verner,3 years ago, 5 stars ,Always fresh ingredients
Juice & Java Cafe,Queen St E,Van Nguyen,3 years ago, 2 stars ,"Long wait time and not as described.

I ordered a loose leaf iced tea asking for it to be unsweetened and they claimed their drinks didn’t have added sweeteners... which it did.

The drink itself tasted fine and I don’t like to post negative reviews for independent owned shops... but the Nutella crepe was disgustingly sweet and the strawberries were not fresh. I thought it would be fresh considering it was a $10 crepe - but I can tell when it’s defrosted frozen strawberries. Because of the strawberries, I had to write a review to let others manage their expectations.

Also if management is reading this, you need to go easy on the Nutella."
Juice & Java Cafe,Queen St E,Angus Palmer,3 years ago, 5 stars ,"Go here pretty regularly on weekend.  Their Specialty Breakfast is tasty and good value. Service is pleasant. Nice quiet atmosphere.  You can actually hold a conversation if you wish, without the music overwhelming you."
Juice & Java Cafe,Queen St E,Margaret Dooner,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Simon Batcup,3 years ago, 3 stars ,"The cappucino and americano's that we ordered were ok. The pastry was OK, but we felt overpriced for the quality. Had to reorganise the chairs on the small outside patio. The service was friendly."
Juice & Java Cafe,Queen St E,Teresa Yeung,3 years ago, 4 stars ,Little cafe with breakfast and lunch options in the beaches. I got the chicken bacon and aioli sandwich which i really liked. My friend got a caesar wrap which was mehh. They so have fresh lemonade! Sandwiches are around $8-$10.
Juice & Java Cafe,Queen St E,Jose Elson Pereira Amaral (Elson amaral),3 years ago, 3 stars ,"(Translated by Google) Great place to have a very good coffee and snacks

(Original)
Ótimo local para tomar um cafe e lanches muito bom"
Juice & Java Cafe,Queen St E,Roman,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Jimmy Zhou,3 years ago, 4 stars ,Great atmosphere and staff
Juice & Java Cafe,Queen St E,Mario Laroche,3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Craig Bernhard,3 years ago, 5 stars ,Independent business is amazing.   I applaud this place for competing and winning in this area.   Bravo!  Great food and fresh coffee.  Love the space
Juice & Java Cafe,Queen St E,Mike Beard,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Purdy Fine Finish Professional Painting,3 years ago, 5 stars ,Great coffee
Juice & Java Cafe,Queen St E,Elliot Prescott,3 years ago, 2 stars ,
Juice & Java Cafe,Queen St E,Conner P,3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Lorraine Syratt,3 years ago, 2 stars ,"Two stars for effort.  Gave us the wrong order first. No apologies. But the worst thing was the worst grilled cheese any in my party had ever had ... tasted like cardboard. And then there's that smiley face created with ketchup. It's not charming, Juice & Java. It's silly. And given the price you charged for it, a pickle or a bit of coleslaw on the side would have made up for the bland cheese. I wish I knew what cheese that was, so I'll remember never to buy it..  And to top it off,  you served it in a cereal bowl. Really?"
Juice & Java Cafe,Queen St E,Jayed Ross,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Robert Mehaffy,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Kevin Rickey,3 years ago, 3 stars ,
Juice & Java Cafe,Queen St E,Nicolas Basilewsky,3 years ago, 5 stars ,One of the best coffees at the Beaches - nice staff
Juice & Java Cafe,Queen St E,Elena Szagun,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Silvana Tieko,3 years ago, 4 stars ,"Excelente service, place and delicious food and drink. I ate a ham and cheese sandwich (with tomatos and lettuce) and I drink coffee. I payed CAD$ 12.77 with taxes."
Juice & Java Cafe,Queen St E,Heather Ross,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Cornel Petrar-Silca,3 years ago, 5 stars ,"Very friendly staff, good products."
Juice & Java Cafe,Queen St E,Lawrence Lee,3 years ago, 5 stars ,Cozy little shop!  Great pastry and coffee.
Juice & Java Cafe,Queen St E,Kendra Connelly,3 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,janita castillo,3 years ago, 3 stars ,This place does have good food and drink. But I find it over priced. My main complaint is that they constantly forget about peoples orders . Even when they aren't busy.
Juice & Java Cafe,Queen St E,Conner Harris,3 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,autumn g,4 years ago, 5 stars ,The sandwiches and coffee are great here!
Juice & Java Cafe,Queen St E,Ronak Dhanak,4 years ago, 5 stars ,The coffee here tastes different than most of the other coffee shops.. probably the beans that they use. I found the coffee stronger yet subtle and more earthy. Along with the  coffee we had the vegetable sandwich (rye bread) and the carrot muffin. The sandwich was extremely fresh and the bread was good..but what needs to be commended is the carrot muffin- absolutely delicious. The place is spacious with a wonderful team and even has a little library of its own. An excellent  choice to sit back and let the weariness dissolve!
Juice & Java Cafe,Queen St E,Philip Mulkins,4 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,M Ddz,4 years ago, 5 stars ,"Delicious food and cafe!! The armosphere is also perfect, you can work, have a quick snack, catch up. The staff are supper nice and accomodating as well. My favourite is the curry tuna melt, breakfast crepe, salmon toast.!"
Juice & Java Cafe,Queen St E,Michael V,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Nick Panayotakos,4 years ago, 5 stars ,"Nice, cozy cafe with quality drinks and food. Definitely recommended."
Juice & Java Cafe,Queen St E,Shawn Davidson,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Paul Graham,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,john manson,4 years ago, 4 stars ,"Excellent coffee , good sandwiches , tasty muffins , definitely high priced. What they sell there breakfast sandwich,coffee and a muffin for , Tim Hortons are excalty half price . Identical items."
Juice & Java Cafe,Queen St E,Stilly Fraser,4 years ago, 3 stars ,
Juice & Java Cafe,Queen St E,April Kay,4 years ago, 5 stars ,Best coffee & crepes on Queen & offering original art from local artists year round.
Juice & Java Cafe,Queen St E,Laura Strugov,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Patrick Judge,4 years ago, 5 stars ,"Have been a patron hear for a long time off and on. Owners are warm and friendly. Menu is brunch crepes, sandwiches and baked goods. Great coffees and teas with a very warm and relaxed atmosphere suitable for all ages"
Juice & Java Cafe,Queen St E,T Kurosawatsu,4 years ago, 5 stars ,"Cosy atmosphere and heart warming service. With excellent coffee and food.
Love this place."
Juice & Java Cafe,Queen St E,Gervasio Canda,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Daniel,4 years ago, 1 star ,"Great cafe and staff, however, poor choice of music. Would be a 5star if they played background music (lower volume) and some light jazz or classical. Something to soothe the mind and create a beautiful setting, rather than radio and corporate music. Or just bad pop. Too much noise. Please create a mood and ambience."
Juice & Java Cafe,Queen St E,Marc K,4 years ago, 5 stars ,Good coffee
Juice & Java Cafe,Queen St E,Jazzy B.,4 years ago, 4 stars ,"(Translated by Google) We went there twice in the summer to buy coffee and pastries. The food and drinks have always been high quality, tasty and well made. I found the wait to be a bit long, and there was only one waitress. In addition, the shop is quite expensive, hence a star deduction. Otherwise great.

(Original)
Wir waren im Sommer 2x dort um Kaffee und Gebäck zu kaufen. Die Speisen und Getränke waren jedes Mal hochwertig, lecker und gut gemacht. Die Wartezeit empfand ich als etwas lang, es war auch nur eine Bedienung da. Außerdem ist der Laden recht teuer, daher ein Stern Abzug. Sonst super."
Juice & Java Cafe,Queen St E,Antonio Fernandez,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Lucas Main,4 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Gina Ellison,4 years ago, 5 stars ,"Came in for a quick snack while shopping locally. Ended up staying for a bit to enjoy the A/C and my purchases. You know how you can get a blueberry muffin and there's like 4 berries in it? Yeah, not here! Muffin was huge and had a very satisfying berry to cake ratio. They were also plump and juicy. I also had an iced hazelnut vanilla coffee. They offer their coffees and teas as hot or iced for same price. Looking at their extensive menu on the wall, they also serve crepes, omelets, sandwiches, and some other standard baked goods which are all baked from scratch in store."
Juice & Java Cafe,Queen St E,Samin Bidhendi,4 years ago, 1 star ,"one of the most unwelcoming and ill-mannered cafes I have ever been to... I asked for a sandwich (which is supposedly their specialty), the answer was ""you can't have it, I have the stuff but it takes too long, I can't make it for you""!!!!  ... they can't fulfill the very basics of their job description!"
Juice & Java Cafe,Queen St E,Ray S,4 years ago, 1 star ,
Juice & Java Cafe,Queen St E,Canadian Bacon Sarnie,4 years ago, 1 star ,"Waited almost 15 minutes for a toasted bagel to go,  it was microwaved and soggy.  I wish there was another place to go around this area.  They seem to get by because there's no competition.   They could also use some cheering up in there, the staff is not very friendly.  Their coffee is weak and never hot enough.  Every time I go there, I'm disappointed."
Juice & Java Cafe,Queen St E,Charlotte Stern,4 years ago, 4 stars ,Good food. smoothies. seating and great customer service. I will be back
Juice & Java Cafe,Queen St E,Dhiman Mitra,4 years ago, 4 stars ,"A unique  coffee place. Real cups to  drink  from, good quality  coffee. Wooden tables give that homely feeling. Go sit in the upstairs loft for a quiet time away from the main floor. Nice baked goods  also to go  with your  coffee."
Juice & Java Cafe,Queen St E,David Krattli,4 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Thomas Heermann,4 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Suraiya Alam,4 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Marta chmielnicka,5 years ago, 5 stars ,Great food
Juice & Java Cafe,Queen St E,Valerie C,5 years ago, 3 stars ,
Juice & Java Cafe,Queen St E,Jose Jimenez,5 years ago, 5 stars ,Crepes are great
Juice & Java Cafe,Queen St E,Jenna Robar,5 years ago, 4 stars ,"Wi-Fi is off and on.. but good vibe, good baked goods, and friendly staff! Gets busy from 1-4ish"
Juice & Java Cafe,Queen St E,Bruce Sharland,5 years ago, 4 stars ,Excellent hot chocolate ... Very warm and inviting on a very cold dsy...
Juice & Java Cafe,Queen St E,Joie de Vivre,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Christian Chiari Manni,5 years ago, 2 stars ,"The place is located in the heart of the Beaches. It's spacious and well organized. I had a cup of coffee and a sandwich. Good quality and good value. You won't be disappointed. Internet wasn't working, can't tell you if it was a random thing. The heat was definitely not working well. The place had some space heaters but it was quite cold. Again, I'm not sure if it was a random thing or just the norm. It was quite uncomfortable, and since the number of space heaters I suspect it was not so random. There was ice on the inside of the window. Perhaps I was just out of luck."
Juice & Java Cafe,Queen St E,Mary Doesburg,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Suzie Santos,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Naomi Pausch,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Scott Taber,5 years ago, 5 stars ,Great food and bevvies
Juice & Java Cafe,Queen St E,Peter Malachi Feeney,5 years ago, 5 stars ,Great euro style cafe
Juice & Java Cafe,Queen St E,Santhosh Roy,5 years ago, 1 star ,
Juice & Java Cafe,Queen St E,:M :DeRufaie,5 years ago, 3 stars ,The prices is higher than tim Horton. But higher quality.
Juice & Java Cafe,Queen St E,Steve Burnside,5 years ago, 5 stars ,Great food and super coffee .. I'll be back again
Juice & Java Cafe,Queen St E,Cait Fox,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,pianomanbrad,5 years ago, 5 stars ,"I stopped in for a quick lunch and had the grilled chicken, brie, and pear sandwich with a bowl of chili.  It was amazing, and I relaxed and used the wifi upstairs.  Highly recommend!"
Juice & Java Cafe,Queen St E,Pierre Gautreau,5 years ago, 5 stars ,Beautiful place to study
Juice & Java Cafe,Queen St E,Eric Liang,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Gerhard Gehrmann,5 years ago, 5 stars ,Lovely coffee shop. Great atmosphere.
Juice & Java Cafe,Queen St E,Emmanuel Lavergne,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,j l,5 years ago, 5 stars ,Really good food here. I would say it is a little expensive here for food. Really quiet cozy place to have coffee with friends and good to bring your kids to as well. Love the London fog drink I highly recommend it. The smoothies are made with real fruits and no sugar added which is good. Their crepes are really well done topped with your choice of toppings. The Italian wedding soup is great. So overall I don't have anything bad to say.
Juice & Java Cafe,Queen St E,Colette Vallieres,5 years ago, 5 stars ,Matcha latte time!
Juice & Java Cafe,Queen St E,Jay C,5 years ago, 1 star ,Maybe the cafe itself is cozy but the espresso it's a disaster. Can blame to  the coffee they use is very cheap or the machine is...
Juice & Java Cafe,Queen St E,Jud son,5 years ago, 5 stars ,Was my morning java stop.....great food also.  I moved
Juice & Java Cafe,Queen St E,Ico Lanzer,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Kudret Aykut,5 years ago, 4 stars ,Best place for a coffee and crepes
Juice & Java Cafe,Queen St E,Grant Sutcliffe,5 years ago, 4 stars ,Good traditional espresso
Juice & Java Cafe,Queen St E,Scott Lindsay,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Pete Smith,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Charles Mendl,5 years ago, 5 stars ,"Nice people, know your name and what you like. Good soups full of vegetables before 9 am"
Juice & Java Cafe,Queen St E,Anthony,5 years ago, 4 stars ,"Good food, quite place."
Juice & Java Cafe,Queen St E,rimuestar,5 years ago, 2 stars ,
Juice & Java Cafe,Queen St E,John McGrady,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,A M,5 years ago, 5 stars ,Best Cafe in the area hands down. Excellent coffee and food. The staff are amazingly friendly
Juice & Java Cafe,Queen St E,Michael MacEachern,5 years ago, 5 stars ,"great service, eclectic space with lots of seating and delicious peanut butter cookies!"
Juice & Java Cafe,Queen St E,Nicole Urquhart,5 years ago, 5 stars ,
Juice & Java Cafe,Queen St E,Florian Denizot,5 years ago, 5 stars ,Cozy place with great crêpes.
Juice & Java Cafe,Queen St E,sandy day,5 years ago, 3 stars ,Food is good. Seating area is great. The only problem with this place is it's so dirty.
Juice & Java Cafe,Queen St E,Johnathan Bodnar,5 years ago, 2 stars ,"It's okay I suppose, it's in a great area. Not really sure it's worth it for a hot chocolate, especially for the price"
Juice & Java Cafe,Queen St E,Gen R.,5 years ago, 4 stars ,Love the crepes... :)
Juice & Java Cafe,Queen St E,Adam Dunowski,5 years ago, 4 stars ,"Great crepes, sandwiches, salads and coffee all in a welcoming atmosphere."
Juice & Java Cafe,Queen St E,J. M.,5 years ago, 4 stars ,"Excellent wraps made with the best ingredients and a super-friendly owner who seems to be there every day. Very hands on.
The coffee is decent, although tends to be on the weaker side.

The upper level is comfortable and has a spacious yet cozy vibe.

Stop in for lunch - you won't be disappointed."
Juice & Java Cafe,Queen St E,Kyle Yoneda,5 years ago, 4 stars ,
Juice & Java Cafe,Queen St E,Denise Angus,5 years ago, 5 stars ,"A great establishment; food, drinks, service."
Juice & Java Cafe,Queen St E,Cecilia F,6 years ago, 4 stars ,"Great location for walking on the beach boardwalk. Good lunch fare, outdoor seating."
Juice & Java Cafe,Queen St E,Angie Vaso,6 years ago, 4 stars ,
