cafe,street,user,time,stars,reviews
White Rabbit Caffe,Bay St,Timothy K,a year ago, 2 stars ,"The White Rabb was really missing ""it"" (see photo).

The most disappointing part of this coffee shop was that it has high reviews (4.7) at the time of writing this. In reality this is a 2-3 star coffee shop. The flat white was overly milky and technically a latte -I would say it fell flat. The google listing writes ""sandwiches and salads"" but middle of the day they only had like, 5-6 croissants to chose from and there was a fly on them. If you want to eat, go elsewhere.

Edit: Saw the owner's reply below, unfortunately the review wasn't written the same day as the experience took place so I doubt the ""barista in training"" excuse (also because I only saw one employee on site that day (Tuesday Oct 12th, app. 11:30am) and I'm fairly certain the barista that served us was the owner) and, I do appreciate the offer of a free coffee but we had come to the establishment for the sandwiches and salads, hopefully you guys will have that in the future."
White Rabbit Caffe,Bay St,Elida Nexha,a year ago, 5 stars ,"In LOVE with this place and their lavender latte!!!
Just keep in mind that the cafe is a bit small and I’m not sure if there are any outlets (in case you come to study)."
White Rabbit Caffe,Bay St,Swaraj Kashyap,a year ago, 5 stars ,Love the Special Lattes
White Rabbit Caffe,Bay St,Max Y,a year ago, 2 stars ,Been here for a couple of times. Lavender latte is so good and is also the main reason I go. Else I’ll definitely choose other coffee shops because of the customer service of the male barista. Whenever I bump into the male barista his attitude somehow just makes you uncomfortable. The female barista is excellent.
White Rabbit Caffe,Bay St,Tatiana Farfan,a year ago, 5 stars ,"Loved this place! No rush, it's a soul warming place. Love and respect for each cup of coffee. Fantastic!!"
White Rabbit Caffe,Bay St,Jinm H,a year ago, 1 star ,"The coffee is good, but the customer service really bad, the owner is no friendly. Really bad experience, will never go there again."
White Rabbit Caffe,Bay St,Izzie Newsome,a year ago, 5 stars ,"Delicious coffee and out-of-this-world donuts! Very cute cafe, too."
White Rabbit Caffe,Bay St,K D,a year ago, 5 stars ,"Went here for the first time today and it's a lovely little coffee shop. The owner is very friendly, my latté was exceptional and the tea is a high quality loose tea."
White Rabbit Caffe,Bay St,Ramy Saboungui,a year ago, 5 stars ,"If you're around and have some time, grab your coffee from here!

A good place for your coffee dose, they make interesting creations and their bakery and brunch items are worth the try.

The ambience is great, especially with a Cappuccino or a Cortado!"
White Rabbit Caffe,Bay St,Benjamin-Daniel Tew,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Cassidy Holm,a year ago, 5 stars ,"Was just walking down Bay Street in search for a coffee and stumbled passed this gem. Not from Toronto so never heard of it. Owner is a gem. Knew the customer before me and after me by name, made the most spectacular coffee. Place is very neat and cozy would 11/10 recommend!"
White Rabbit Caffe,Bay St,Lindsey Vogt,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Jacqueline Bodrug,a year ago, 5 stars ,"Had a pumpkin spice cafe latte and pistachio croissant, were fabulous!"
White Rabbit Caffe,Bay St,Julia,a year ago, 1 star ,Don’t get Chai Latte. It was basically 90 milk 10% chai. I couldn’t taste chai at all. What a waste of $5.60
White Rabbit Caffe,Bay St,David Agudelo,a year ago, 5 stars ,"(Translated by Google) Nice cut! 👌🏻

(Original)
Nice cortado! 👌🏻 …"
White Rabbit Caffe,Bay St,Elena Ng,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Vito Apa,a year ago, 5 stars ,Will be back here for their delicious cappuccino. Highly recommend
White Rabbit Caffe,Bay St,Sruthi Thomas,a year ago, 5 stars ,We got the five dip platter and it was great! But the best part was the proprietor! He's so kind and friendly! Had a great time!
White Rabbit Caffe,Bay St,Yun Shen,a year ago, 5 stars ,"I love this place. I've visited from time to time over the past year, and they haven't let me down yet. Espresso was smooth, rich, and ever so slightly tart. It's perfect. Cold brew is also excellent. Pastries are always sold out in the afternoon. I like to order the cheese croissant when they're not sold out, a very tasty treat."
White Rabbit Caffe,Bay St,Stephen Tadgh,a year ago, 4 stars ,Took me a while to find somewhere that does a good flat white in the city but these guys didn't let me down! Great little coffee spot for anyone who is looking to branch out from the Tim Hortons and Starbucks!
White Rabbit Caffe,Bay St,George Harvey,a year ago, 5 stars ,One of the best places for coffee in the city! Coffee is great! Desserts are decadent and amazing. My friend says “damn good lemonade”. Been here three times and I have never been disappointed. This will has been my new coffee place since Coffee Public moved.
White Rabbit Caffe,Bay St,Sally Chung,a year ago, 5 stars ,Cute little cafe! Loved the interior. Also picked up the last two pastries that were available with my coffee - one was an apple croissant and the other a donut and I didn't regret it!
White Rabbit Caffe,Bay St,Andrew Gong,a year ago, 5 stars ,"I take a longer walk to this cafe because of the unique latte flavors that are not usually offered at other cafes, such as pistachio latte. I personally like their patio because though located on Bay Street, there’s not much foot/car traffic, especially as the sidewalk is wide on this portion of Bay Street. However, the patio is less ideal for patrons who prefer more shading from the sun as there isn’t much shading for most seats."
White Rabbit Caffe,Bay St,David Yazbeck,a year ago, 5 stars ,Fantastic service - and even better coffee!
White Rabbit Caffe,Bay St,Michelle Ly,a year ago, 5 stars ,Love their iced apple espresso
White Rabbit Caffe,Bay St,Brendan Daw,a year ago, 3 stars ,"Pastries are good, coffee is fine, but staff hasn't been very pleasant all three times I've been here."
White Rabbit Caffe,Bay St,Michelle Bartlett,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Kaylie Towne,a year ago, 5 stars ,"Stopped by for a lavender latte and it was *chefs kiss*. As a coffee fanatic, I will definitely be back for more! The service was great as well. Definitely worth it and happy to support this gem of a local business."
White Rabbit Caffe,Bay St,Bindu,a year ago, 1 star ,"Places that don't want to serve customers same quality of coffee during a promotion shouldn't participate in them. I was shopping around for a coffee shop that I could frequent, ordered an iced coffee from Ritual and got a watered down, weak drink. Went to Mos Mos just down the road that seems to know the point of promotions: to induce patronage. Which they did successfully. I'll buying my iced coffee and Bloomers' donuts at Mos Mos in the future"
White Rabbit Caffe,Bay St,Sarah Haseena,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Abhinav Arora,a year ago, 5 stars ,
White Rabbit Caffe,Bay St,Gillian,a year ago, 5 stars ,"Have been here twice and both times were wonderful! The staff are very nice and welcoming and the Caffe is beautiful! They have a huge variety of various specialty lattes available (I tried the vanilla, and want to get the pistachio next time!) My boyfriend also purchased some of their coffee beans which he was very pleased with as well!"
White Rabbit Caffe,Bay St,Ryan W,a year ago, 5 stars ,Super awesome Iced Americano.!!
White Rabbit Caffe,Bay St,Leo Twin Flame,a year ago, 5 stars ,"I call this place the diamond café of Toronto. I usually walk 10 min on my break from my office to get their refreshing tea, coffee and laté. The service is professional and they are very friendly. Always having a great experience there. I can confidently say, it's one of my best coffee shops in town! You need to try it to know what I'm talking about. I forgot Tim Hortons and Starbucks after discovering this place 👏👍❤"
White Rabbit Caffe,Bay St,Rupica Sudan (DineInToronto),a year ago, 5 stars ,Sucha a cute little spot. The service is fantastic and the coffee is delish!
White Rabbit Caffe,Bay St,Sabrina A,a year ago, 5 stars ,"This is the best coffee shop in the area! Every drink I've tried has been amazing (the pistachio latte is definitely my fave), and the owners are always so pleasant and sweet. I try not to go out for my coffee too often, but when I need a treat, White Rabbit is the place to go!"
White Rabbit Caffe,Bay St,Eszter Markó,a year ago, 5 stars ,"Had a great experience in White Rabbit Caffe. Currently they’re offering Brazilian beans for espresso, roasted by Hatch. The barista is friendly, communicative and professional; he took his time to provide an exceptional shot while he was maintaining a conversation with me. I’m confident that I’ll visit this coffee shop more often. #supportlocal"
White Rabbit Caffe,Bay St,Vincent Tse,a year ago, 5 stars ,I’m no coffee expert but this place deserves all the praise it gets. I highly recommend the pistachio latte and the mocha latte. Has a higher price tag but worth it as this is the best latte I’ve had in a long time.
White Rabbit Caffe,Bay St,Katie Rook,a year ago, 5 stars ,This place is great. Best latte I've had in ages and the service was lovely!
White Rabbit Caffe,Bay St,Stephanie Schreiber,a year ago, 5 stars ,Delicious lattes and very friendly barista. We will definitely be back!
White Rabbit Caffe,Bay St,Eduardo Guzman-Diaz,a year ago, 5 stars ,"This place is cute. The drinks here are good too.
Friendly barista.  Will be coming here a lot more.
The specialty drinks are great too. Worth the trip.
The inside is small but good take out. The pastries are good too. Not sure is fresh baked but it has nice and tender.
Supporting local business."
White Rabbit Caffe,Bay St,Wesley Gardner,a year ago, 5 stars ,"Friendly, personable and knowledgable staff in a clean and warm space. Latte was a tasty treat."
White Rabbit Caffe,Bay St,Ryan Woloschuk,2 years ago, 5 stars ,Great selection of coffee beans. Often have new and unusual specialty coffees. My new personal favorite is the cinnamon roll latte.
White Rabbit Caffe,Bay St,Patrick Edge,2 years ago, 5 stars ,Limited experience given the current times but they made honestly the best latte I have had in memory.  Friendly staff and a lovely setting.  I look forward to visiting again when I can spend more time there.
White Rabbit Caffe,Bay St,Juliana Ferreira,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Glenn,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Chosen 1s,2 years ago, 5 stars ,TOP NOTCH PASTRIES SATISFACTION GUARANTEED...
White Rabbit Caffe,Bay St,C,2 years ago, 3 stars ,"Looks like people love this cafe, but most people comment about the flavoured lattes. When it’s regular latte it’s super sour to me? Is it just me? Flavoured lattes drinkers won’t be able to tell as the syrup masks the sourness. But it’s seriously so sour."
White Rabbit Caffe,Bay St,Cameron John MacDonald,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Stanley Martins,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Lorraine Lomongo,2 years ago, 5 stars ,Delicious coffee
White Rabbit Caffe,Bay St,Crystal M,2 years ago, 5 stars ,Such a nice shop. The best lattes. Go support this great independent ❣️
White Rabbit Caffe,Bay St,em ily,2 years ago, 1 star ,"The owner of this cafe can be very nice. I have been pre-COVID and he is very keen to engage every one of his customers. That being said, post-COVID I have been semi-terrified by his utter lack of respect for the guidelines. The last five times I have passed by or gone into the store to get something the man has his mask either not covering his nostrils or not covering his mouth at all! I have seen other reviewers mention this behavior and also seen the owner reply with an excuse like ""you came in when the cafe was empty"" but he definitely still does this when plenty of people are in the store. I definitely go less than I did before COVID because of this behaviour. There are plenty of other cafes that are rule-abiding and that have products that are just as good."
White Rabbit Caffe,Bay St,Ankit Kumar,2 years ago, 5 stars ,Best Cappuccino in town!!
White Rabbit Caffe,Bay St,Yuki Dawn,2 years ago, 5 stars ,"Love it 😍 love it 😍 loooooove it , as someone who’s caffeine addict, this  place is the best …"
White Rabbit Caffe,Bay St,Ahava Trivedi,2 years ago, 5 stars ,The drinks are made freshly and the croissants are yummy. And the owner is genuine and cares about the coffee and customers! A beautiful business to support :-)
White Rabbit Caffe,Bay St,Shane Anne Sabarillo,2 years ago, 5 stars ,The blueberry earl gray croissant is to die for! Def recommend
White Rabbit Caffe,Bay St,John Q,2 years ago, 3 stars ,"Staff is 5 🌟 but they use a horrible machine to pull their shots. Just makes the espresso mediocre, if they had a better machine they'd be 4-5 🌟 …"
White Rabbit Caffe,Bay St,Edmond Wong,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Chap,2 years ago, 5 stars ,"This is such a cute little coffee shop with fresh and delicious treats. Their pistachio, pumpkin spice lattes and pastries are so so good! Love the ambiance. Their customer service is 10/10."
White Rabbit Caffe,Bay St,m usman,2 years ago, 5 stars ,White Rabbit Caffe is a nice café to visit I visited White Rabbit Caffe on Tuesday I loved the food Ambiance is great as well Greeat Service
White Rabbit Caffe,Bay St,Nurin Chatur,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Angelica Ismailos,2 years ago, 5 stars ,Amazing lavender latte. The barista takes a lot of pride in their coffee and it shows.
White Rabbit Caffe,Bay St,Isaac Martin,2 years ago, 5 stars ,"Amazing local coffee shop. The owner is very particular about his coffee and this shows! Best coffee I have had in Toronto. The pastries are great, too."
White Rabbit Caffe,Bay St,Annie M,2 years ago, 5 stars ,Amazing blueberry-earl grey croissant! Unexpected flavour and perfect shattering texture. Will be back!!
White Rabbit Caffe,Bay St,Emile Maamary,2 years ago, 5 stars ,"Great selection of coffee and desserts. Not to mention, a super solid owner 👌 …"
White Rabbit Caffe,Bay St,Louisa Yue-Chan,2 years ago, 4 stars ,"I recommend their mocha coffee and pistachio latte. Helpful and friendly staff. Few small tables on sidewalk - great for people watching! Nice decor although we couldn't stay inside, for now."
White Rabbit Caffe,Bay St,Kasthury Mathi,2 years ago, 5 stars ,"I love everything about this place from service, latte and atmosphere"
White Rabbit Caffe,Bay St,William Khalil,2 years ago, 5 stars ,"2020.10.05. Our visit to White Rabbit is becoming a ritual. A great one. All the family loves their coffee ... Hot Americano and Iced Americano. Thank you @snapturethis for the initial recommendation to visit White Rabbit and for the special coffee display of lovely coffee prints by @snapturethis (you should visit the place, try their coffee, and see the prints). We support local businesses. We love coffee.

2020.08.24. Our second coffee of the day was a visit to a favorite coffee place ""White Rabbit Cafe Toronto"". Our family is specialized in coffee tasting. We visit and drink a lot of coffee at many places. This place is a top scorer. Try their coffee you will not regret it. We sat outside and it was very pleasant.  Bravo WRCT."
White Rabbit Caffe,Bay St,Marcela Romero,2 years ago, 5 stars ,"Excellent espresso and cookies!
The owner is lovely"
White Rabbit Caffe,Bay St,Nicole Borthwick,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Karishma Rane,2 years ago, 5 stars ,"My go to place for coffee, great staff"
White Rabbit Caffe,Bay St,Heather Davison,2 years ago, 5 stars ,"LAVENDER latte. DELICIOUS!  Enjoyed w/ a pistachio croissant.  I don't even like pistachios (their yummy edibles sell out fast) and I was late in the day.  Wow loved it!  Who knew.  This place is cozy, super cute, delicious.  Great to sit, work, chat, inside or out.  5 stars for White Rabbit.   I'm a regular now. : ))"
White Rabbit Caffe,Bay St,Toby Whitfield,2 years ago, 3 stars ,"Great coffee, but yikes for COVID risk. This place is tiny, and shouldn't have tables, as those using them are unmasked. The server had his mask pulled down over his chin, with mouth and nose totally exposed, and no other physical barrier. Unfortunately it is good coffee, because I'm not going back to expose myself needlessly."
White Rabbit Caffe,Bay St,Sabina Furer,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Janette Nicholson,2 years ago, 5 stars ,Such a lovely little spot with unique blends.  Try the psatacio latte....you will not be disappointed.
White Rabbit Caffe,Bay St,Emily L.,2 years ago, 5 stars ,"I visited this place after my friends recommended to me. I tried their pistachio latte and it was by far, the best one I've ever tried. Also loved the atmosphere and the interior design. I felt warm and was welcomed by friendly staff. All of these factors led me to visiting the place 3 times out of the 6 days I was in Toronto!"
White Rabbit Caffe,Bay St,lindsay williams,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Liron Bar,2 years ago, 5 stars ,"We had brunch with the blubbery lemonade and latte and it was delicious well done guys, perfect service."
White Rabbit Caffe,Bay St,Ethan Horbay,2 years ago, 5 stars ,"Exquisite food at easy price.
The most beautiful place -- gotta feel the love here!"
White Rabbit Caffe,Bay St,Kaustubh Bal,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,M K,2 years ago, 5 stars ,"Cute cafe opened on Bay St (north of Gerrard). The interior is beautiful. I have spoken to the owner a number of times and he put so much effort and thought into the design of this place. The pastries look amazing, I have tried the butter croissant. The espresso is great. I could sit here for hours! There is wifi. They are no plastic! They have oatmilk for your drinks for free. The bathroom is super cute too and so clean. A must go in the area!

Update: Owner has added a patio, which is excellent especially during COVID. Wifi reaches table outside (close to window) which is great!"
White Rabbit Caffe,Bay St,Kathryn Yang,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Mohamad Ali Fakih,2 years ago, 5 stars ,"one of the best coffee shops in the city , few shops around toronto that serves this grade of coffee beans or get this creative with their drinks. whether you try their coffee , pastries , veggie bowls or chicken sandwiches you wont be disappointed , top that with great and friendly service, I definitely recommend visiting this place + its clean and cozy"
White Rabbit Caffe,Bay St,Jianan Zhao,2 years ago, 5 stars ,
White Rabbit Caffe,Bay St,Rene Quevedo,2 years ago, 5 stars ,Cute little coffee shop. I had a pistachio latte which was incredible!
White Rabbit Caffe,Bay St,Shamim Forouzan Boroujeni,2 years ago, 5 stars ,"(Translated by Google) A good coffee with finesse. Attentive service at a good price.

(Original)
Un bon café avec de la finesse. Un service attentionné à bon prix."
White Rabbit Caffe,Bay St,Dmitry Romanenko,2 years ago, 5 stars ,"Decent coffee, friendly atmosphere, amazing Barista. Coffee beans are having very rich taste that remind me of Black Canary beans. Thumbs up!

I have concerns about quite small space inside. There's probably no point to fit so many tables and chairs inside if you can't let people sit so close in current pandemic realities. This space instead could be reliably used for waiting area."
White Rabbit Caffe,Bay St,Chaitanya “Chai” Narula,2 years ago, 5 stars ,"This is my favorite place in the area. First and foremost, the coffee is absolutely amazing and to top it off, the owner sources some top quality baked goodies. The mugs are unprinted, stamped and compostable. He uses organic, really good quality milk and is just a great person to have a quick conversation while the fresh brew is prepared."
White Rabbit Caffe,Bay St,Hass Hirji,2 years ago, 4 stars ,
White Rabbit Caffe,Bay St,Chan A.,2 years ago, 5 stars ,One of the best coffee in town!
White Rabbit Caffe,Bay St,Daisy Xu,2 years ago, 4 stars ,Small cafe
