name,time,stars,reviews
Tyler TM,4 months ago, 4 stars ,"This local coffee shop has some great stuff.  Coffee is really high quality and quite affordable.  It’s a small little place, so maybe not super idea for working/studying but there’s room if you need to.  Drink specials can run a bit on the pricier side, so I’d stick to the classics"
Jessie C,4 months ago, 4 stars ,Small and cozy cafe. Nice ambiance but limited seating. Came in to order matcha latte with oat milk and it tasted great!
Karthik,5 months ago, 5 stars ,
Melissa B,5 months ago, 5 stars ,"I love this little spot. Great to get some work done and have a cappuccino :) Indoor and outdoor seating with good wifi. The cold tea is also good, the barista made me one with lichee and it was delicious."
Kathleene Sim,6 months ago, 5 stars ,"I've been searching for a cafe that opens early in the morning ~7AM on weekdays so I can spend some time having breakfast before I head over to work. I'd always known this café existed but I never took the leap to visit until today, and I'm really glad I took that chance.

The exterior is tiny and unassuming, but when you come in, you're invited into a small, cozy space filled with greenery in the form of decor, and lots of seating. It's a very home-y atmosphere and has this unpolished vibe to it – I liked it; it reminded me of a cafe I used to visit while in school.

I ordered a lavender latte and pistachio croissant. The barista was kind and helpful with describing the lavender latte, as I had some concerns. They were also able to sub in oat milk, as I'm a bit lactose intolerant.

I love lavender in theory, but any strong aromas of it truthfully turns me away. The latte I got was like the idea of lavender; the flavour was definitely there, but in a really subtle way, which is how I'd hoped it to be. The pistachio croissant was GREAT. They really didn't skimp on that filling.

I'll be back soon to try the rest of the menu!"
Tiffany Santos,6 months ago, 5 stars ,Highly recommend the lavender and pistachio latte!
Adel B,7 months ago, 1 star ,"Dissapointing experience. The drinks are very watered down, and the lids don't even fit properly so it spills when you try to drink which stained my pants.

In addition, although there are straws, they don't give you them and they don't even fit.

I hope this business improves because it definitely does not deserve over 2 stars..."
F J Iturralde,7 months ago, 5 stars ,"Awesome service. Great presentation. Nice Aesthetics. Good coffee. Good Pastries. If Ethan is in there, you'll have a great service."
Megan Fleming,7 months ago, 3 stars ,"Friendly experience and DELICIOUS iced lavender latte! I was excited to check out this café when I learned it had zero plastic, but it seems their to-go iced drinks cups are not zero plastic. I have been to other cafés with to-go iced drink cups that look like plastic but are indeed compostable, but this one has a recyclable symbol. I'd go back for a hot drink or to eat-in, but I was disappointed that their iced drink cups are not plastic-free despite being a zero plastic café."
Ramya Gudipudi,7 months ago, 2 stars ,"Ordered oat latte but had weird after taste for some reason, not sure it’s with espresso or oat milk. Not interested to visit again!"
Mk Bru,7 months ago, 5 stars ,quality lattes every time. highly skilled baristas. looking forward to my next visit!
Tarun Singh,7 months ago, 5 stars ,
Marina Galeano,8 months ago, 3 stars ,"I was hoping to try the pastries, but learned they are not vegan or plant-based 😕 …"
Carla C,8 months ago, 4 stars ,"It took me a while to have someone take my order in the store (the barista/cashier was absent), but the coffee is great! Would recommend :)"
Marisa Benjamin,9 months ago, 5 stars ,Best Americano I’ve had! Also their raspberry croissant was excellent. Stop in here if you’re a coffee purist & make sure to grab one of their many croissant options.
Ryan N,9 months ago, 5 stars ,Great lattes and the baked goods are tasty/not too sweet! The barista was very helpful in deciding what to choose as well
Natasha Mirosavljevic,9 months ago, 5 stars ,"such a cute cafe, the lavender latte is amazing!"
Pat RatCan,10 months ago, 5 stars ,The regular barista is soo nice and the drinks are exquisite!
Lavinia Kim,10 months ago, 5 stars ,"The owner makes amazing lattes! Plus he’s a very warm and friendly person, always makes you feel welcomed. We live nearby and get our coffee from White Rabbit 4-5 times in a week. ☕️"
Rekha,10 months ago, 5 stars ,"I got an iced mocha, it was delicious!!"
Natalia Marchenko,10 months ago, 1 star ,"The barista has to do a bit of training on the drinks preparation and customer service. Very unhappy to get the extremely diluted Americano on Wednesday.

The place also needs a very good clean. Not sure what the owner tries to achieve with dried-out potted plants and dust everywhere."
Mike Di Donato,10 months ago, 5 stars ,"Best espresso on Bay street. Anytime i am in this area i make a point to stop here and have a coffee, great staff, great atmosphere and amazing espresso."
Peter Shalala,10 months ago, 5 stars ,This is the best coffee shop in Toronto. Latte heaven
Jack Zhou,11 months ago, 5 stars ,
michelle shin,11 months ago, 5 stars ,"i love studying here, so quiet and small. the interior is also pretty and the the drink i got was amazing!"
Beth Griffin,a year ago, 5 stars ,"Such a great coffee shop! Delicious drinks, super friendly staff and a cute location, will for sure be back any time I’m in the city"
Shivaani Makesan,a year ago, 5 stars ,Had the lavender latte. It was sooo good!
Adriana Naffah,a year ago, 5 stars ,"Honestly love the place. Yes the coffee is good. Yes the pastries are delicious and fresh with multiple unique choices.

But what took the 5 stars is how friendly the barista was. It's such a cute place to sit with such a good ambiance. I had recommandations, jokes, a smile and a very friendly voice. That's what made the difference. Would come back ."
Shay,a year ago, 4 stars ,
s,a year ago, 1 star ,"Coffee was nice, but barista’s attitude was not good."
Mochi OCk,a year ago, 5 stars ,
Alex Mityunin,a year ago, 5 stars ,Amazing coffee and pastries
Hitesh Thukral,a year ago, 4 stars ,"Above average coffee, decent brew and flavor but not much complexity in milk based drinks (haclvemt tried the espresso or Americano by itself),  great croissants, would like a wider selection of pastries though"
Geoffrey L,a year ago, 5 stars ,"Best coffee on Bay Street. The little pastries are nice but the lattes are just amazing.

They're also super nice people. I forgot to bring my wallet once and the owner offered to give me the coffee for free. I declined came back immediately from my office to pay for it. It's honestly the best café around in my opinion."
ケビン,a year ago, 1 star ,Wrong hours on Google maps
Meggan Ye,a year ago, 5 stars ,Delicious lavender latte and pistachio croissant.
A O,a year ago, 5 stars ,"Cute small Cafe but good amount of indoor and outdoor seats. I always order the lavender latte because it's so good. I haven't had any of the baked goods and the other beverages but the menu looks pretty interesting. Next time,  I'll try something new.  Staff are pleasant as well.

Update:
Pistachio latte is amazing. The croissants are great too!"
Angel Chan,a year ago, 5 stars ,
Alex B,a year ago, 5 stars ,
Christine McMullin,a year ago, 5 stars ,This cafe is awesome! The owner is great and very responsive to anything you said to him about the food or drinks. He and the store itself were some of my fav things about that neighborhood when I lived there. So much better than Timmies. Keep it up!!
Payam Emadi,a year ago, 5 stars ,Nice spot
Adam Schneider,a year ago, 5 stars ,"I’d give this place 10 stars if I could. For one thing, the espresso was great, and every americano or latte or flat white I got was perfect. For another, the owner (who was most often the person behind the counter when we went in) was a breath of fresh air - one of the few people in the city who was friendly, personable, and treated my wife and me as human beings. He’d always smile, chat, and he remembered our orders and things we told him. People often talk about “local gems” and this place is the dictionary definition of that term. If I hadn’t left the city, I’d be there every day."
Nero T,a year ago, 4 stars ,Quant cafe with indoor and outdoor seating. Tasty croissants and coffee. They have milk alternatives for those who prefer
Ncedile Mankahla,a year ago, 5 stars ,"Excellent cafe. The owner understands coffee well and pulls great cups, he is attentive to his customers and their preferences and is pleasantly hospitable. One of the better places in Toronto. A city with an under developed coffee culture."
Tenzo,a year ago, 4 stars ,americano's fairly mild but balanced
Timothy K,a year ago, 2 stars ,"The White Rabb was really missing ""it"" (see photo).

The most disappointing part of this coffee shop was that it has high reviews (4.7) at the time of writing this. In reality this is a 2-3 star coffee shop. The flat white was overly milky and technically a latte -I would say it fell flat. The google listing writes ""sandwiches and salads"" but middle of the day they only had like, 5-6 croissants to chose from and there was a fly on them. If you want to eat, go elsewhere.

Edit: Saw the owner's reply below, unfortunately the review wasn't written the same day as the experience took place so I doubt the ""barista in training"" excuse (also because I only saw one employee on site that day (Tuesday Oct 12th, app. 11:30am) and I'm fairly certain the barista that served us was the owner) and, I do appreciate the offer of a free coffee but we had come to the establishment for the sandwiches and salads, hopefully you guys will have that in the future."
Elida Nexha,a year ago, 5 stars ,"In LOVE with this place and their lavender latte!!!
Just keep in mind that the cafe is a bit small and I’m not sure if there are any outlets (in case you come to study)."
Swaraj Kashyap,a year ago, 5 stars ,Love the Special Lattes
Max Y,a year ago, 2 stars ,Been here for a couple of times. Lavender latte is so good and is also the main reason I go. Else I’ll definitely choose other coffee shops because of the customer service of the male barista. Whenever I bump into the male barista his attitude somehow just makes you uncomfortable. The female barista is excellent.
Tatiana Farfan,a year ago, 5 stars ,"Loved this place! No rush, it's a soul warming place. Love and respect for each cup of coffee. Fantastic!!"
Jinm H,a year ago, 1 star ,"The coffee is good, but the customer service really bad, the owner is no friendly. Really bad experience, will never go there again."
Izzie Newsome,a year ago, 5 stars ,"Delicious coffee and out-of-this-world donuts! Very cute cafe, too."
K D,a year ago, 5 stars ,"Went here for the first time today and it's a lovely little coffee shop. The owner is very friendly, my latté was exceptional and the tea is a high quality loose tea."
Ramy Saboungui,a year ago, 5 stars ,"If you're around and have some time, grab your coffee from here!

A good place for your coffee dose, they make interesting creations and their bakery and brunch items are worth the try.

The ambience is great, especially with a Cappuccino or a Cortado!"
Benjamin-Daniel Tew,a year ago, 5 stars ,
Cassidy Holm,a year ago, 5 stars ,"Was just walking down Bay Street in search for a coffee and stumbled passed this gem. Not from Toronto so never heard of it. Owner is a gem. Knew the customer before me and after me by name, made the most spectacular coffee. Place is very neat and cozy would 11/10 recommend!"
Lindsey Vogt,a year ago, 5 stars ,
Jacqueline Bodrug,a year ago, 5 stars ,"Had a pumpkin spice cafe latte and pistachio croissant, were fabulous!"
Julia,a year ago, 1 star ,Don’t get Chai Latte. It was basically 90 milk 10% chai. I couldn’t taste chai at all. What a waste of $5.60
David Agudelo,a year ago, 5 stars ,"(Translated by Google) Nice cut! 👌🏻

(Original)
Nice cortado! 👌🏻 …"
Elena Ng,a year ago, 5 stars ,
Vito Apa,a year ago, 5 stars ,Will be back here for their delicious cappuccino. Highly recommend
Sruthi Thomas,a year ago, 5 stars ,We got the five dip platter and it was great! But the best part was the proprietor! He's so kind and friendly! Had a great time!
Yun Shen,a year ago, 5 stars ,"I love this place. I've visited from time to time over the past year, and they haven't let me down yet. Espresso was smooth, rich, and ever so slightly tart. It's perfect. Cold brew is also excellent. Pastries are always sold out in the afternoon. I like to order the cheese croissant when they're not sold out, a very tasty treat."
Stephen Tadgh,a year ago, 4 stars ,Took me a while to find somewhere that does a good flat white in the city but these guys didn't let me down! Great little coffee spot for anyone who is looking to branch out from the Tim Hortons and Starbucks!
George Harvey,a year ago, 5 stars ,One of the best places for coffee in the city! Coffee is great! Desserts are decadent and amazing. My friend says “damn good lemonade”. Been here three times and I have never been disappointed. This will has been my new coffee place since Coffee Public moved.
Sally Chung,a year ago, 5 stars ,Cute little cafe! Loved the interior. Also picked up the last two pastries that were available with my coffee - one was an apple croissant and the other a donut and I didn't regret it!
Andrew Gong,a year ago, 5 stars ,"I take a longer walk to this cafe because of the unique latte flavors that are not usually offered at other cafes, such as pistachio latte. I personally like their patio because though located on Bay Street, there’s not much foot/car traffic, especially as the sidewalk is wide on this portion of Bay Street. However, the patio is less ideal for patrons who prefer more shading from the sun as there isn’t much shading for most seats."
David Yazbeck,a year ago, 5 stars ,Fantastic service - and even better coffee!
Michelle Ly,a year ago, 5 stars ,Love their iced apple espresso
Brendan Daw,a year ago, 3 stars ,"Pastries are good, coffee is fine, but staff hasn't been very pleasant all three times I've been here."
Michelle Bartlett,a year ago, 5 stars ,
Kaylie Towne,a year ago, 5 stars ,"Stopped by for a lavender latte and it was *chefs kiss*. As a coffee fanatic, I will definitely be back for more! The service was great as well. Definitely worth it and happy to support this gem of a local business."
Bindu,a year ago, 1 star ,"Places that don't want to serve customers same quality of coffee during a promotion shouldn't participate in them. I was shopping around for a coffee shop that I could frequent, ordered an iced coffee from Ritual and got a watered down, weak drink. Went to Mos Mos just down the road that seems to know the point of promotions: to induce patronage. Which they did successfully. I'll buying my iced coffee and Bloomers' donuts at Mos Mos in the future"
Sarah Haseena,a year ago, 5 stars ,
Abhinav Arora,a year ago, 5 stars ,
Gillian,a year ago, 5 stars ,"Have been here twice and both times were wonderful! The staff are very nice and welcoming and the Caffe is beautiful! They have a huge variety of various specialty lattes available (I tried the vanilla, and want to get the pistachio next time!) My boyfriend also purchased some of their coffee beans which he was very pleased with as well!"
Ryan W,a year ago, 5 stars ,Super awesome Iced Americano.!!
Leo Twin Flame,a year ago, 5 stars ,"I call this place the diamond café of Toronto. I usually walk 10 min on my break from my office to get their refreshing tea, coffee and laté. The service is professional and they are very friendly. Always having a great experience there. I can confidently say, it's one of my best coffee shops in town! You need to try it to know what I'm talking about. I forgot Tim Hortons and Starbucks after discovering this place 👏👍❤"
Rupica Sudan (DineInToronto),a year ago, 5 stars ,Sucha a cute little spot. The service is fantastic and the coffee is delish!
Sabrina A,a year ago, 5 stars ,"This is the best coffee shop in the area! Every drink I've tried has been amazing (the pistachio latte is definitely my fave), and the owners are always so pleasant and sweet. I try not to go out for my coffee too often, but when I need a treat, White Rabbit is the place to go!"
Eszter Markó,a year ago, 5 stars ,"Had a great experience in White Rabbit Caffe. Currently they’re offering Brazilian beans for espresso, roasted by Hatch. The barista is friendly, communicative and professional; he took his time to provide an exceptional shot while he was maintaining a conversation with me. I’m confident that I’ll visit this coffee shop more often. #supportlocal"
Vincent Tse,a year ago, 5 stars ,I’m no coffee expert but this place deserves all the praise it gets. I highly recommend the pistachio latte and the mocha latte. Has a higher price tag but worth it as this is the best latte I’ve had in a long time.
Katie Rook,a year ago, 5 stars ,This place is great. Best latte I've had in ages and the service was lovely!
Stephanie Schreiber,a year ago, 5 stars ,Delicious lattes and very friendly barista. We will definitely be back!
Eduardo Guzman-Diaz,a year ago, 5 stars ,"This place is cute. The drinks here are good too.
Friendly barista.  Will be coming here a lot more.
The specialty drinks are great too. Worth the trip.
The inside is small but good take out. The pastries are good too. Not sure is fresh baked but it has nice and tender.
Supporting local business."
Wesley Gardner,a year ago, 5 stars ,"Friendly, personable and knowledgable staff in a clean and warm space. Latte was a tasty treat."
Ryan Woloschuk,2 years ago, 5 stars ,Great selection of coffee beans. Often have new and unusual specialty coffees. My new personal favorite is the cinnamon roll latte.
Patrick Edge,2 years ago, 5 stars ,Limited experience given the current times but they made honestly the best latte I have had in memory.  Friendly staff and a lovely setting.  I look forward to visiting again when I can spend more time there.
Juliana Ferreira,2 years ago, 5 stars ,
Glenn,2 years ago, 5 stars ,
Chosen 1s,2 years ago, 5 stars ,TOP NOTCH PASTRIES SATISFACTION GUARANTEED...
C,2 years ago, 3 stars ,"Looks like people love this cafe, but most people comment about the flavoured lattes. When it’s regular latte it’s super sour to me? Is it just me? Flavoured lattes drinkers won’t be able to tell as the syrup masks the sourness. But it’s seriously so sour."
Cameron John MacDonald,2 years ago, 5 stars ,
Stanley Martins,2 years ago, 5 stars ,
Lorraine Lomongo,2 years ago, 5 stars ,Delicious coffee
Crystal M,2 years ago, 5 stars ,Such a nice shop. The best lattes. Go support this great independent ❣️
em ily,2 years ago, 1 star ,"The owner of this cafe can be very nice. I have been pre-COVID and he is very keen to engage every one of his customers. That being said, post-COVID I have been semi-terrified by his utter lack of respect for the guidelines. The last five times I have passed by or gone into the store to get something the man has his mask either not covering his nostrils or not covering his mouth at all! I have seen other reviewers mention this behavior and also seen the owner reply with an excuse like ""you came in when the cafe was empty"" but he definitely still does this when plenty of people are in the store. I definitely go less than I did before COVID because of this behaviour. There are plenty of other cafes that are rule-abiding and that have products that are just as good."
Ankit Kumar,2 years ago, 5 stars ,Best Cappuccino in town!!
Yuki Dawn,2 years ago, 5 stars ,"Love it 😍 love it 😍 loooooove it , as someone who’s caffeine addict, this  place is the best …"
Ahava Trivedi,2 years ago, 5 stars ,The drinks are made freshly and the croissants are yummy. And the owner is genuine and cares about the coffee and customers! A beautiful business to support :-)
Shane Anne Sabarillo,2 years ago, 5 stars ,The blueberry earl gray croissant is to die for! Def recommend
John Q,2 years ago, 3 stars ,"Staff is 5 🌟 but they use a horrible machine to pull their shots. Just makes the espresso mediocre, if they had a better machine they'd be 4-5 🌟 …"
Edmond Wong,2 years ago, 5 stars ,
Chap,2 years ago, 5 stars ,"This is such a cute little coffee shop with fresh and delicious treats. Their pistachio, pumpkin spice lattes and pastries are so so good! Love the ambiance. Their customer service is 10/10."
m usman,2 years ago, 5 stars ,White Rabbit Caffe is a nice café to visit I visited White Rabbit Caffe on Tuesday I loved the food Ambiance is great as well Greeat Service
Nurin Chatur,2 years ago, 5 stars ,
Angelica Ismailos,2 years ago, 5 stars ,Amazing lavender latte. The barista takes a lot of pride in their coffee and it shows.
Isaac Martin,2 years ago, 5 stars ,"Amazing local coffee shop. The owner is very particular about his coffee and this shows! Best coffee I have had in Toronto. The pastries are great, too."
Annie M,2 years ago, 5 stars ,Amazing blueberry-earl grey croissant! Unexpected flavour and perfect shattering texture. Will be back!!
Emile Maamary,2 years ago, 5 stars ,"Great selection of coffee and desserts. Not to mention, a super solid owner 👌 …"
Louisa Yue-Chan,2 years ago, 4 stars ,"I recommend their mocha coffee and pistachio latte. Helpful and friendly staff. Few small tables on sidewalk - great for people watching! Nice decor although we couldn't stay inside, for now."
Kasthury Mathi,2 years ago, 5 stars ,"I love everything about this place from service, latte and atmosphere"
William Khalil,2 years ago, 5 stars ,"2020.10.05. Our visit to White Rabbit is becoming a ritual. A great one. All the family loves their coffee ... Hot Americano and Iced Americano. Thank you @snapturethis for the initial recommendation to visit White Rabbit and for the special coffee display of lovely coffee prints by @snapturethis (you should visit the place, try their coffee, and see the prints). We support local businesses. We love coffee.

2020.08.24. Our second coffee of the day was a visit to a favorite coffee place ""White Rabbit Cafe Toronto"". Our family is specialized in coffee tasting. We visit and drink a lot of coffee at many places. This place is a top scorer. Try their coffee you will not regret it. We sat outside and it was very pleasant.  Bravo WRCT."
Marcela Romero,2 years ago, 5 stars ,"Excellent espresso and cookies!
The owner is lovely"
Nicole Borthwick,2 years ago, 5 stars ,
Karishma Rane,2 years ago, 5 stars ,"My go to place for coffee, great staff"
Heather Davison,2 years ago, 5 stars ,"LAVENDER latte. DELICIOUS!  Enjoyed w/ a pistachio croissant.  I don't even like pistachios (their yummy edibles sell out fast) and I was late in the day.  Wow loved it!  Who knew.  This place is cozy, super cute, delicious.  Great to sit, work, chat, inside or out.  5 stars for White Rabbit.   I'm a regular now. : ))"
Toby Whitfield,2 years ago, 3 stars ,"Great coffee, but yikes for COVID risk. This place is tiny, and shouldn't have tables, as those using them are unmasked. The server had his mask pulled down over his chin, with mouth and nose totally exposed, and no other physical barrier. Unfortunately it is good coffee, because I'm not going back to expose myself needlessly."
Sabina Furer,2 years ago, 5 stars ,
Janette Nicholson,2 years ago, 5 stars ,Such a lovely little spot with unique blends.  Try the psatacio latte....you will not be disappointed.
Emily L.,2 years ago, 5 stars ,"I visited this place after my friends recommended to me. I tried their pistachio latte and it was by far, the best one I've ever tried. Also loved the atmosphere and the interior design. I felt warm and was welcomed by friendly staff. All of these factors led me to visiting the place 3 times out of the 6 days I was in Toronto!"
lindsay williams,2 years ago, 5 stars ,
Liron Bar,2 years ago, 5 stars ,"We had brunch with the blubbery lemonade and latte and it was delicious well done guys, perfect service."
Ethan Horbay,2 years ago, 5 stars ,"Exquisite food at easy price.
The most beautiful place -- gotta feel the love here!"
Kaustubh Bal,2 years ago, 5 stars ,
M K,2 years ago, 5 stars ,"Cute cafe opened on Bay St (north of Gerrard). The interior is beautiful. I have spoken to the owner a number of times and he put so much effort and thought into the design of this place. The pastries look amazing, I have tried the butter croissant. The espresso is great. I could sit here for hours! There is wifi. They are no plastic! They have oatmilk for your drinks for free. The bathroom is super cute too and so clean. A must go in the area!

Update: Owner has added a patio, which is excellent especially during COVID. Wifi reaches table outside (close to window) which is great!"
Kathryn Yang,2 years ago, 5 stars ,
Mohamad Ali Fakih,2 years ago, 5 stars ,"one of the best coffee shops in the city , few shops around toronto that serves this grade of coffee beans or get this creative with their drinks. whether you try their coffee , pastries , veggie bowls or chicken sandwiches you wont be disappointed , top that with great and friendly service, I definitely recommend visiting this place + its clean and cozy"
Jianan Zhao,2 years ago, 5 stars ,
Rene Quevedo,2 years ago, 5 stars ,Cute little coffee shop. I had a pistachio latte which was incredible!
Shamim Forouzan Boroujeni,2 years ago, 5 stars ,"(Translated by Google) A good coffee with finesse. Attentive service at a good price.

(Original)
Un bon café avec de la finesse. Un service attentionné à bon prix."
Dmitry Romanenko,2 years ago, 5 stars ,"Decent coffee, friendly atmosphere, amazing Barista. Coffee beans are having very rich taste that remind me of Black Canary beans. Thumbs up!

I have concerns about quite small space inside. There's probably no point to fit so many tables and chairs inside if you can't let people sit so close in current pandemic realities. This space instead could be reliably used for waiting area."
Chaitanya “Chai” Narula,2 years ago, 5 stars ,"This is my favorite place in the area. First and foremost, the coffee is absolutely amazing and to top it off, the owner sources some top quality baked goodies. The mugs are unprinted, stamped and compostable. He uses organic, really good quality milk and is just a great person to have a quick conversation while the fresh brew is prepared."
Hass Hirji,2 years ago, 4 stars ,
Chan A.,2 years ago, 5 stars ,One of the best coffee in town!
Daisy Xu,2 years ago, 4 stars ,Small cafe
Mohamed Khamis,2 years ago, 5 stars ,Very nice coffee with plenty of options. Ibrahim was excellent in the way he presented their options and recommended great flavors for us. Highly recommend trying their pistachio coffee!
Charlotte hung,2 years ago, 5 stars ,Amazing coffee and baked goodies. The owner is extremely nice and knows his coffee for sure! It's been my go-to spot since quarantine:)
Ilias Ettayebi,2 years ago, 5 stars ,Great coffee and great service. The iced pistachio latte was really good! Highly recommend checking this place out.
Sarah Manori,2 years ago, 5 stars ,"Great coffee, delicious pastries and friendly owner! Loved it"
Matt Collins,2 years ago, 5 stars ,"Great new local spot for delicious coffee, beans and cookies. Highly recommended for anyone living and working near college park!"
Phoenix Kiula,2 years ago, 4 stars ,Excellent coffee. Great to have this as an option to Hailed in the neighborhood. The coffee bean could be fuller bodied. It seems Canadians like their coffee mild. I miss the coffee from Sydney. The barista seems to be the owner too and he’s a master of the making art: each cup is meticulously made. The blueberry croissant is gorgeous. If the coffee itself was a bit stronger this would be a 5 star in my book.
Elizabeth Selezneva,2 years ago, 5 stars ,"Awesome place !!! Serve cool , unusual drinks ! The owner is cute too !"
John Stathman,2 years ago, 5 stars ,We tried the fabulous fresh orang juice with a shot of espresso. It is really a different experience and taste. Boost your power and feel fresh by trying it.
Erin Zeiadin,2 years ago, 5 stars ,Unbelievable coffee that I will drive across the city for. The owner is incredibly knowledgeable and the nicest person to chat with. Can't go wrong with  any drink or food option here!
Rahim Hassanali,2 years ago, 4 stars ,
Nicholas Palombo,2 years ago, 5 stars ,
Vlada Laryna,2 years ago, 5 stars ,The best coffee in Toronto
alex salavarrieta,2 years ago, 5 stars ,The coffee and service are exceptional great place to be at any time of the day @chicsophistic and @ok_kovtun recommend it 10 starts
Annette Boissonneault,2 years ago, 5 stars ,"Thanks to be open!
And on top of that offer a great Cappucino!!
Will be back!!☕"
Jenna Brown,2 years ago, 5 stars ,"They make the BEST oat milk latte in the city and have lots of vegan options, which are DELICIOUS! Always great service from the owner, and is a beautiful spot to sit and work or catch up with friends"
Ishrat Trishna,2 years ago, 5 stars ,"This is an exceptional little cafe! The cozy and welcoming decor is what drew me in on a grey, windy day. The owner is fun to chat with and the drinks were phenomenal. I had a latte and my husband had a hit chocolate and both were top notch! I'm so excited to be a patron here hopefully for a long time to come."
Pranay Garg,2 years ago, 5 stars ,"White rabbit is the place to be! I love the coffee here. Amazing coffee, fresh ingredients. Unlike many popular chains the shop uses real ground coffee instead of chocolate syrups for mocha and it has quickly become my favourite. I have also grown a liking to pistachio latte, a coffee with notes of pistachio mixed in latte and a wonderful aftertaste. Wether you need your daily coffee fix or looking to elevate your experience of drinking coffee, white rabbit is your place!"
Ben,2 years ago, 5 stars ,"The owner and staff are the nicest people!
Products 5/5
Quality 5/5
Vibe 5/5"
Cecily Wing,2 years ago, 5 stars ,
AJ Brown,2 years ago, 5 stars ,A lovely little coffee shop
Davis Town,2 years ago, 5 stars ,(2020-04-10) Best coffee shop in the area. High quality beans and milk. Fantastic pastries. Marble decor. Plants everywhere. Friendly owner. Love the atmosphere.
Hanna Gry,2 years ago, 5 stars ,"Cozy new coffee shop in the area. Not to big, but really a great place to meet up with friends. My oat milk matcha latte was great. Their croissants looks aaaamazing. Salads and sandwiches are also available."
Sehran Hasanli,2 years ago, 5 stars ,Very friendly staff and excellent coffee and pistachio croissants!
Leon P,2 years ago, 5 stars ,Excellent service and friendly staff.
Sergei Makarov,3 years ago, 4 stars ,"Please either change your hours or don't close 15 minutes earlier. I went to your place at 19:45 today and the barista was already closing the cafe because ""there were no clients for the last hour"". Two other people arrived at the same time and also were turned away. Very frustrating experience.
Otherwise the place is great, pastries are especially good."
Carter Newman,3 years ago, 5 stars ,"Amazing espresso, all takeout items are compostable, chill and knowledgable staff, all around fantastic place. Also: daily features!"
Nick Tsergas,3 years ago, 5 stars ,Cuuuuuute little spot. Friendly staff and good coffee. A well-deserved five stars.
Henry Ko,3 years ago, 5 stars ,"Beautiful Interior, cute study space. Ordered a Oat Milk Latte and a Blueberry & Earl Grey croissant and it was delicious!"
Olivia Fortenbacher,3 years ago, 5 stars ,"Excellent tea latte, and bonus points for a completely compostable cup!"
Devan Zeng,3 years ago, 5 stars ,
Mina Yumen,3 years ago, 5 stars ,I am so happy we have a local coffee shop in the area! Very friendly team and good products made with love.
Sandy Dai,3 years ago, 5 stars ,
Abe,3 years ago, 5 stars ,"Wowww,  this place is a hit.  Finally a coffee that you can savour. The staff amazing, pastries and food is out of this world.  Cant wait to go back to this nice welcoming caffe. Cheers and all the best."
Morgan Dobroshinsky,3 years ago, 5 stars ,"This is a great new addition to downtown! The staff are SO kind and attentive, and make an amazing oat milk latte. And the Banana Nutella Danish? Delish! Will definitely be back soon!"
Sohail Okadia,3 years ago, 5 stars ,
Rebecca Wilkinson,3 years ago, 5 stars ,Super cute little cafe on Bay street that serves up 10/10 espressos and great pastries (the pistachio croissants are especially amazing). They also serve a bunch of vegan or vegetarian options for lunch like veggie bowls and sandwiches. It's a nicely designed and cozy spot to sit down and hang out in if you are in the area.
