cafe,street,user,time,stars,reviews
The Beacher Cafe,Queen St E,Farah Arsbi,3 months ago, 2 stars ,Honestly the extra star is only because our server was so nice and welcoming but the food was a complete waste of money. We got the char-grilled chicken burger and the banquet burger and they were both tasteless and so soggy that the bun fell apart.
The Beacher Cafe,Queen St E,Tercio Rodrigues,3 months ago, 2 stars ,Two times now and just not very good. Much better breakfast joints nearby and most cheaper too. Only good thing is there is usually a place to sit but otherwise meh.
The Beacher Cafe,Queen St E,traci dixon,3 months ago, 5 stars ,Always a good breakfast a day great service!
The Beacher Cafe,Queen St E,Sam John,3 months ago, 5 stars ,Great service. Good food!
The Beacher Cafe,Queen St E,VladaTV,3 months ago, 4 stars ,"Overall ok experience. Good for breakfast,  portions should be bigger however there is some good food there. Need furniture replacement from inside. Patio small but ok view."
The Beacher Cafe,Queen St E,s ali,4 months ago, 5 stars ,fun
The Beacher Cafe,Queen St E,Brock “The Coffee Racer” Hedges,4 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Markus Airelius,4 months ago, 2 stars ,"Food and service was bellow average.
This place doesn't look like it's been renovated since the 80's lol
Patio in the summer is nice."
The Beacher Cafe,Queen St E,Edith Ilona,4 months ago, 4 stars ,
The Beacher Cafe,Queen St E,Terence Hui,4 months ago, 4 stars ,
The Beacher Cafe,Queen St E,Clinton Rigby,4 months ago, 3 stars ,
The Beacher Cafe,Queen St E,Lynda Cormier,5 months ago, 4 stars ,"(Translated by Google) Excellence in service.

(Original)
Excellence du service."
The Beacher Cafe,Queen St E,Tim MacFarlane,5 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Jules Bedeau,5 months ago, 5 stars ,Great service and great food. The staff are lovely.
The Beacher Cafe,Queen St E,BH,5 months ago, 3 stars ,"Enjoy the staff, the food is ok"
The Beacher Cafe,Queen St E,spectraconn consulting,5 months ago, 4 stars ,Good service 3with a friendly wait staff and the food was lovely.
The Beacher Cafe,Queen St E,Kai Star,5 months ago, 2 stars ,"Not bad, a little too pricey now from when i used to come here but the food stays consistent"
The Beacher Cafe,Queen St E,Jasmine Kang,5 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Cirrus Sanofi,6 months ago, 4 stars ,
The Beacher Cafe,Queen St E,Karla O.,6 months ago, 5 stars ,Brunch here is amazing. The French toasts and the eggs benedict are delicious. I'm definitely coming back.
The Beacher Cafe,Queen St E,Jennifer Durham,6 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Rocco DV,6 months ago, 5 stars ,"Good food and friendly staff.

Huge selection. Will definitely go again."
The Beacher Cafe,Queen St E,Roland Kirschner,6 months ago, 3 stars ,Overpriced even without 4% inflation.
The Beacher Cafe,Queen St E,Ashish John,6 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Erin J,6 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Billie “Zaiden” Chrysler,6 months ago, 1 star ,Not impressed. Food was overpriced and nothing special.
The Beacher Cafe,Queen St E,Marco,6 months ago, 3 stars ,"Breakfast was bad. Mediocre meal, and the potatoes were undercooked but also a bit burnt with no flavour. They were apologetic and provided good service."
The Beacher Cafe,Queen St E,len williams,6 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Matt Fowler,6 months ago, 4 stars ,
The Beacher Cafe,Queen St E,C Warner,6 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Hannah R,7 months ago, 2 stars ,
The Beacher Cafe,Queen St E,Daniel Lee,7 months ago, 1 star ,"Ordered a pitcher and lollipop chicken, waited an hour only to be told they ran out of lollipop chicken!  Long wait times and slow service."
The Beacher Cafe,Queen St E,Omar Wagih,7 months ago, 1 star ,"Food came out 15-20 mins apart, subpar quality - nothing fantastic, servers were nice but not very responsive. “Inflation tax” is a joke on the receipt.

Used to be a nice place, I think they recently sold the place or replaced the management and it’s been downhill since."
The Beacher Cafe,Queen St E,BENTAJOU Jean-Marc,7 months ago, 4 stars ,
The Beacher Cafe,Queen St E,Valentino Ruffo,7 months ago, 5 stars ,terrific. great service great food.
The Beacher Cafe,Queen St E,Anne-Marie Brouillet,7 months ago, 4 stars ,Lots of variety of ice cream right on the boardwalk and many tables with shade !
The Beacher Cafe,Queen St E,Kathryn Broome,7 months ago, 3 stars ,"Limited menu. They no longer serve mussels 😪. I LOVE a watermelon, cucumber & feta salad so I ordered it but instead of a balsamic reduction dressing they served it with maple syrup. YUCK!!!!"
The Beacher Cafe,Queen St E,Susan Sykas,7 months ago, 5 stars ,Great all day breakfast. Healthy options.
The Beacher Cafe,Queen St E,David Jonker,7 months ago, 4 stars ,One of favourite brunch spots in the beach over the years. Great for families with younger kids. Often busy on the weekends but their service is relatively quick and they have a lot of tables so it’s rare to have to wait  a long time to be seated.
The Beacher Cafe,Queen St E,Heather Pryce,7 months ago, 5 stars ,Excellent food great breakfast. It wasn’t overly BREAKFAST !  If you know what I mean
The Beacher Cafe,Queen St E,Bahar A,8 months ago, 3 stars ,
The Beacher Cafe,Queen St E,Tamar Bàrroussa,8 months ago, 5 stars ,"Great place, and glad it's back up and running! Missed this place!"
The Beacher Cafe,Queen St E,Amanda-Ellen Gibbs,8 months ago, 5 stars ,"Best eggs Benny in the city. Nichelle who works there is a doll and looks after everyone so attentively and kindly. I’ve been going to the Beacher since I was 11 at St.Denis, its never changed (in the best way possible!!). And please never do!"
The Beacher Cafe,Queen St E,Ryan Magder,8 months ago, 2 stars ,"Stopped by for Father's day around 10am.  Sign outside the restaurant mentioned a 25-minute wait for food, no problem, we continued on in and got a table with no issue. After ordering we waited an hour for food. Food arrived cold (eggs, bacon, sausages, potatoes), we ate it because we were starving at that point, understanding that if we sent it back we would likely be waiting a long time for the food to return.

Manager (we assume, she is decision maker for hiring) asks how the food was. Gave her our honest feedback about the long wait and food quality, I'm honestly not sure how the food could arrive cold unless it was sitting at the window for a while. For what it's worth, the service was good and we were able to get refills on our drinks (2nd star for service).

I understand restaurants being understaffed (sure, it happens!), but I'd rather that they communicate it realistically beforehand (i.e., write on the sign out front the wait for food is 45 minutes - 1 hour). We heard other nearby tables with small children asking about the arrival of their food. We were told they'd give it 200% next time, no amendments to the bill were made. Sorry, there will probably not be a next time."
The Beacher Cafe,Queen St E,Sean Hildebrand,8 months ago, 5 stars ,
The Beacher Cafe,Queen St E,V Brown,8 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Jonathan Doyle,8 months ago, 1 star ,"Potatoes weren't seasoned
Eggs and toast were cold
Sausages cooked so long the skin was leathery.

The very friendly server asked how the meal was. I told her the above information.  She brought my bill at full price...which...fine, I did eat most of it and I still tipped 15% because as I said to her...not your fault, these things happen.

I was fine to leave it at that and not review but I asked for a refill on my coffee in a to go cup and after paying for my bad meal in full, she told she would have to ring up a new coffee.

I told her not to bother and would tell anyone reading this also not to bother.

Really disappointing"
The Beacher Cafe,Queen St E,littleyirkie,8 months ago, 4 stars ,"Good spot, good times."
The Beacher Cafe,Queen St E,Michael Loyst,8 months ago, 2 stars ,"Really disappointed. $15 breakfast and this is the portion they give for bacon. That was after waiting nearly 30 minutes for food. Eggs were delicious, bacon was clearly a low sodium version and tasteless."
The Beacher Cafe,Queen St E,Derek Lamers,9 months ago, 5 stars ,One of my families go to brunch locations. Always great breakfast food and very kid friendly. I will continue coming here for brunch when I'm in the beaches!
The Beacher Cafe,Queen St E,Michael cross,9 months ago, 5 stars ,"Great staff, great food highly recommend"
The Beacher Cafe,Queen St E,Breanne Marie Peacock,9 months ago, 5 stars ,"I love The Beacher Cafe. Growing up in the Beaches, I went here often with friends and family. I stopped by on Victoria Day to show some family outside of Toronto the Beaches. We sat on the patio to enjoy desserts and coffees. Namely, we really enjoyed the crème brûlée and cheese cake. The service was very friendly. I would always recommend someone to stop by. If you’re looking for breakfast or brunch, my personal favourites are the eggs Benedict and their big traditional breakfast."
The Beacher Cafe,Queen St E,avari egan,9 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Mark,9 months ago, 3 stars ,"Could be better if they didn't skimp on the portions. Prices not cheap be prepared to spend more than normal.
Servers were excellent 👏 …"
The Beacher Cafe,Queen St E,Tim Grantham,9 months ago, 4 stars ,
The Beacher Cafe,Queen St E,John Andrews,9 months ago, 1 star ,"I've been going to The Beacher for some time but the last couple of visits there have been sub par. The interior in winter months tends to be below room temperature, but more than that, the portions have become noticeably smaller, particularly the home fries with the eggs benedict - easily half the size the order was previously. The past two times have been bad experiences. One we waited almost an hour for our food which was also disappointing and yesterday, May 20, we tried again and my wife's omelette was stone cold, as were her home fries. We complained the the waitress took it back to the kitchen and when it returned, yes it was hot but flavourless. She said the best tasting part of her meal was the toast. That's it Beacher... we're done. Never coming back... lots of other places in the Beach that would be happy to have our business and give us value for money. AVOID"
The Beacher Cafe,Queen St E,kaeli,9 months ago, 1 star ,"Service took forever , food was undercooked, bland and honestly not worth the wait."
The Beacher Cafe,Queen St E,Timothy Ho,9 months ago, 3 stars ,"Servers were friendly and efficient. The food was nothing exceptional but fair. Was a bit concerned when I heard somebody—I assume the owner—scolding one of the servers for doing something incorrectly.

The bill was also a bit of a surprise with their made up “Inflation” tax. Mixed feelings about this considering their prices were already a bit high for what we got.

Overall, great service, food ok."
The Beacher Cafe,Queen St E,Justin Aubut,9 months ago, 5 stars ,I made and delivered 2 picnic tables for this restaurant and the owner gave me and my son free lunch. It was without a doubt the best brie burger I have ever had! Definitely going to take the whole family next time. Thanks Peter!
The Beacher Cafe,Queen St E,Dan Dallaire,9 months ago, 5 stars ,"This place has my vote for 5 stars, and take in a walk down to the beach afterwards, one of the nicest beach areas."
The Beacher Cafe,Queen St E,Jeff Neidhardt,9 months ago, 5 stars ,Coffee was amazing!
The Beacher Cafe,Queen St E,Canaan Woods,9 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Teresa Zhang,9 months ago, 5 stars ,"Hey Bleacher Cafe, went there today, and loved the food as per usual, great atmosphere, however I have noticed an extra ""inflation"" charge on the bills.  I totally get it, with current economic environment and inflation on everything, it is necessary to charge clients the extra amount to ensure your restaurant's survival.  However the only suggestion is perhaps to make a note on the menu stating the % charged to stay a float or have your friendly waiting staff to inform the table. I would be happy to pay for it, it just came to me on my bill as a surprise a had no idea how much was being charged.  Other than that, I am happy to be a patron again at your establishment, b/c I love that quiche you served today.  Thank you!! Would be happy to join the restaurant again soon!"
The Beacher Cafe,Queen St E,Dave Welton,9 months ago, 1 star ,"By far, the most abusive owner I have ever worked for."
The Beacher Cafe,Queen St E,Joey Thompson,9 months ago, 5 stars ,Perfect!
The Beacher Cafe,Queen St E,Emily Robertson,9 months ago, 2 stars ,"Came for my partners birthday for a quick brunch and was definitely a bit of a subpar experience.

Food was alright but not great for the price. Eggs in my order were made incorrectly, and I had to send them back sadly. The home fries are huge chunks of soft potato, some not even cut. The bacon and eggs were extremely oily… a bit disappointing.

Our server was nice, and tried to be as accommodating as possible, but she seemed really frazzled. She had to drag around a huge sandwich board with the specials with her all over the restaurant? We felt bad she had to do that just to tell us the specials… ??

Lastly a few feet away from us on a table in our section was a huge box of cat litter… so strange. Definitely weird to have out during brunch service."
The Beacher Cafe,Queen St E,Charles Fenech,10 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Gavin Hoey,10 months ago, 2 stars ,
The Beacher Cafe,Queen St E,Tony Bitzionis,10 months ago, 4 stars ,Good place to go in the rain. Wish they would bring back the draft beer.
The Beacher Cafe,Queen St E,Michael Brawn,10 months ago, 4 stars ,
The Beacher Cafe,Queen St E,Wyant,10 months ago, 5 stars ,
The Beacher Cafe,Queen St E,Katharine Murphy,10 months ago, 5 stars ,Thank you for your kind words Peter.
The Beacher Cafe,Queen St E,Bran Thayalaseelan,10 months ago, 2 stars ,"This place should exist under different ownership or management. A breakfast diner of this sort is much needed in the neighborhood but not one that is as poorly managed.
I guess I'm viewing this more as a restaurant entrepreneur than a patron. The food program is actually not terrible so that's why they don't receive a 1 star review from me (which I so badly want to give)."
The Beacher Cafe,Queen St E,da Pat,11 months ago, 4 stars ,"I am very willing to sell you this restaurant and you can take the next two and a half decades to make great service and profits.  I am available to speak directly everyday at The Beacher Cafe
Peter"
The Beacher Cafe,Queen St E,Justin Liberman,11 months ago, 5 stars ,"There are Diners and there are breakfast places. Breakfast places add a little something extra that makes the food tastier, surrounding cozier, and service a notch friendlier. Beacher's Cafe is a great breakfast place with a healthy menu great variety. Go for the eggs Benedict!!"
The Beacher Cafe,Queen St E,Patrick Hodgson,11 months ago, 4 stars ,We've been to The Beacher Cafe several times now and it never disappoints. Great low key vibe with a straightforward menu and friendly staff. The food is nice and the place is in a great location on Queen St East. Highly recommend for the neighborhood!
The Beacher Cafe,Queen St E,Manuel R Avila,11 months ago, 5 stars ,"Loved the tuna melt, was delicious and service was great. Great history and a nice patio, recommend you come by for a meal sometime!"
The Beacher Cafe,Queen St E,Moody Me (ItIsMoody),11 months ago, 1 star ,
The Beacher Cafe,Queen St E,Frederick Hannah,a year ago, 5 stars ,"It took almost an hour to bring our brunch (poached eggs and a quiche), the quality of the food was below average, the waitress first gave us a lecture about how the refill coffee we got (which tasted awful) was by accident as they don't do free refills. When we finally received our order it was the wrong order (another table), then when our order came I had the wrong side... And their prices are a bit too much for a brunch place. Not going back for sure."
The Beacher Cafe,Queen St E,Jacob Mitchell,a year ago, 5 stars ,Always excellent food. Fantastic service.
The Beacher Cafe,Queen St E,Scott Ford,a year ago, 3 stars ,Good food and friendly staff!
The Beacher Cafe,Queen St E,Mayassi Kayed,a year ago, 5 stars ,"Solid if sonewhat regular offerings, decent service, nothing remarkable either way."
The Beacher Cafe,Queen St E,Sami Pritchard,a year ago, 4 stars ,
The Beacher Cafe,Queen St E,tony Lyon,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,vincent montagnac,a year ago, 5 stars ,Nice spot for a bite while out for a walk on the boardwalk.
The Beacher Cafe,Queen St E,Bobby S,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Teagan Martins,a year ago, 5 stars ,Every time I go in there Amazing Star amazing food an amazing drinks can I get much better highly recommended
The Beacher Cafe,Queen St E,janet chappell,a year ago, 5 stars ,Sooooo yummy!
The Beacher Cafe,Queen St E,Maureen Quinn,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Ryan Thurston,a year ago, 5 stars ,"Servers excellent..attentive and friendly.
French toast the best I've ever had."
The Beacher Cafe,Queen St E,Franz Yagin,a year ago, 5 stars ,Went there this morning and got the Traditional Breakfast. 10/10 with great service. Highly recommended.
The Beacher Cafe,Queen St E,Nathanel Titane,a year ago, 1 star ,
The Beacher Cafe,Queen St E,Barb Greco,a year ago, 4 stars ,"Musty, cold and unsanitary. Orders came and other than the eggs, everything else was either stake or undercooked."
The Beacher Cafe,Queen St E,Cy J,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Jamie Maxwell,a year ago, 4 stars ,"The Beacher delivered on food and service -- above my expectations. We were a small family group with two elderly family and came for brunch. The Beacher staff were accommodating and attentive. We were treated like gold and given a prime table: my mothers special order was not a problem. They answered all our questions about the menu and food came fresh, hot, and plentiful. I enjoyed the Eggs Benjamin. My family were enthusiastic about the fries (crispy and creamy inside) and the cajun chicken caesar. I highly recommend this Beach landmark"
The Beacher Cafe,Queen St E,Mitchell McIvor,a year ago, 5 stars ,"Food was good. Enjoyed getting out onto a patio one last time, before the winter arrives."
The Beacher Cafe,Queen St E,Kiron Noon,a year ago, 1 star ,"Great spot to eat, awesome community vibe. Breakfast was very good and service was as well."
The Beacher Cafe,Queen St E,Liam Grey,a year ago, 5 stars ,"We ordered before other people and we’re still served after others, it took 30 mins for 2 juices even though they were not busy at all. And even we ordered take away and yet they have to to us in dine in. Juices taste below average"
The Beacher Cafe,Queen St E,Marlee Wasser,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Kenny Huang,a year ago, 3 stars ,"Delicious classic brunch options, attentive service."
The Beacher Cafe,Queen St E,Tin Dela Cruz,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Roberto Andrade,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Andre Lefkimmiatis,a year ago, 3 stars ,Excellent food and service
The Beacher Cafe,Queen St E,Patrick Doyle,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Matthew Stevens,a year ago, 2 stars ,"Andre, thank you so much for giving us a chance to serve you.   We are grateful for any input.  Forging our way out of this pandemic and all the staffing shortages  is not an easy one and we do appreciate each and every one of our customers.  Thank you for coming to The Beacher Cafe"
The Beacher Cafe,Queen St E,D Humphrey,a year ago, 5 stars ,"Fantastic food and service, very friendly staff. Happy to have them open again after lockdown. Definitely a great brunch spot, especially on the patio in nice weather. Also had great late-afternoon and evening vibes for a drink or a meal. Great for families or just a couple."
The Beacher Cafe,Queen St E,Tarzanamann,a year ago, 4 stars ,"Used to go here alot many years ago, and wanted to try it again. Very disappointed that they have no vegan options at all, and only two vegetarian options (one of which is an overpriced, basic grilled cheese). It would be so easy to offer all their burgers with the option of a veggie burger patty instead, and then they'd have several more vegetarian options at least. Or even a breakfast option that didn't include meat. I know you can get the current options without meat, but you're still paying for it."
The Beacher Cafe,Queen St E,Alex Balikoev,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,강동휘,a year ago, 5 stars ,Good food
The Beacher Cafe,Queen St E,Ash L.,a year ago, 4 stars ,
The Beacher Cafe,Queen St E,Debbie Benson,a year ago, 4 stars ,"(Translated by Google) classic

(Original)
클래식함"
The Beacher Cafe,Queen St E,mo hajiani,a year ago, 5 stars ,Ordinary brunch place.
The Beacher Cafe,Queen St E,Pantalaio Gaming,a year ago, 4 stars ,Love the Eggs Benedict
The Beacher Cafe,Queen St E,Trish Levan,a year ago, 2 stars ,
The Beacher Cafe,Queen St E,Max C,a year ago, 4 stars ,
The Beacher Cafe,Queen St E,Bentley Pettipas,a year ago, 2 stars ,"Unfortunately very poor service today at lunch. Our server tried her best and even apologized twice for the delay. We waited well over an hour for our meal to arrive. We were told that the steak was taking a while to cook. We were told that the BLT on a croissant would have to be on bread because they ran out of croissants. This was about 40 minutes after we had ordered it. People who arrived after us were being served long before us and several had even paid and left while we were waiting for our food. We were presented with bills that were full price. When we said we would not pay the full amount after waiting so long, we were brought bills that were 25% off. We asked to speak to a manager but we’re told no manager was working that day. We will not be returning which is hard because we know how much people are counting on getting back to normal"
The Beacher Cafe,Queen St E,Destiny Moore,a year ago, 5 stars ,Nice chill atmosphere. Really nice staff. Totally recommend if you're in the Beaches!
The Beacher Cafe,Queen St E,james flannery,a year ago, 5 stars ,"Loved the food, great service."
The Beacher Cafe,Queen St E,Tracy McGhee,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Natalie Taylor,a year ago, 4 stars ,"This place is a local classic. The food is  always great, the service is so warm and friendly...just great."
The Beacher Cafe,Queen St E,Jonathan Lowe,a year ago, 4 stars ,Yummy brunch with a great patio setup
The Beacher Cafe,Queen St E,Laura Wise,a year ago, 5 stars ,"Standard brunch fare here but its star quality comes from its location a short distance away from the beach and ambient patio. The eggs Benedict is always a great choice. Quick, friendly service."
The Beacher Cafe,Queen St E,Marz Techeque,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,richard kirwan,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,leto BG,a year ago, 4 stars ,
The Beacher Cafe,Queen St E,Diana Olford,a year ago, 3 stars ,
The Beacher Cafe,Queen St E,Jupiter Mars,a year ago, 2 stars ,A very laid-back restaurant with a good atmosphere and impeccable service. Highly recommend it to enjoy a meal with friends at a slow pace. Then head south for a nice walk by the lake.
The Beacher Cafe,Queen St E,A C,a year ago, 5 stars ,"Great service, food was just ok."
The Beacher Cafe,Queen St E,Joyce Beveridge,a year ago, 5 stars ,"I did not have a good time. The server sounded too fake, and they only gave us one menu saying management doesn't allow more. We asked for a plate to share the food and we got one of the small ones. Some dishes were delicious (breakfast) and others were not (steak sandwich, caesar salad). I don't get why there is a piece of bacon on my chicken caesar salad."
The Beacher Cafe,Queen St E,Keegan Lee-Newbury,a year ago, 5 stars ,"Food was excellent. Other than my stomach is smaller than food served, I could have finished everything!"
The Beacher Cafe,Queen St E,Isabela Pupo Nogueira,a year ago, 4 stars ,Great food and atmosphere.
The Beacher Cafe,Queen St E,gwen burton,a year ago, 4 stars ,"Good food, friendly staff."
The Beacher Cafe,Queen St E,Dolly Monroe,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,TAIC,a year ago, 1 star ,Great service. The all day breakfast was delicious and came in a timely manner.
The Beacher Cafe,Queen St E,Dave Bonifaz,a year ago, 5 stars ,"Lovely restaurant!! Our first brunch out in since the panny and it was perfect! Delicious food,  great service, dog-friendly patio and clean and covid conscious!  Thank you!!"
The Beacher Cafe,Queen St E,Abrahim Farah,a year ago, 3 stars ,"When I got the coffee at Beacher Cafe it was only so-so, especially for the high price. Actually the price was not high, but you would feel it's high when tasting it."
The Beacher Cafe,Queen St E,Emily Ganss,a year ago, 5 stars ,Love this place. Great place to enjoy a brunch on a patio.
The Beacher Cafe,Queen St E,Sandra Mayors,a year ago, 5 stars ,We love serving you! Thank you so much for coming.  See you soon
The Beacher Cafe,Queen St E,Mike V,a year ago, 5 stars ,Just a traditional place.
The Beacher Cafe,Queen St E,Stephanie Peebles,a year ago, 4 stars ,
The Beacher Cafe,Queen St E,ifariha,a year ago, 5 stars ,Excellent food and customer service.
The Beacher Cafe,Queen St E,Hari Kant,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,k dallis,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Ravi Aggarwal,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Michael Grover,a year ago, 5 stars ,
The Beacher Cafe,Queen St E,Richard Bailey,a year ago, 5 stars ,It was a pleasure meeting Kumiko and staff last night. It was our first time visiting and we really enjoyed the dinner and patio. A big thank you to Kumiko for even making our dog feel welcomed. We also thoroughly enjoyed the complimentary dessert you sent us home with for Father’s Day that was a nice surprise and very thoughtful.
The Beacher Cafe,Queen St E,Ms. Brown,a year ago, 3 stars ,
The Beacher Cafe,Queen St E,Maan Mehta,a year ago, 5 stars ,Excellent breakfast down by the beach. I am so happy The Beacher is open again!
The Beacher Cafe,Queen St E,Jim Adams,a year ago, 2 stars ,Great patio experience. Had perfect eggs Bennie & wonderful service.
The Beacher Cafe,Queen St E,Jolanta Godwod,2 years ago, 5 stars ,Waitress seemed new and wasn't sure about cocktail drink options. My pina colada was just ok.  Not too many food options.  I would go back though. Patio is nice and in the beaches.
The Beacher Cafe,Queen St E,Carlos Piedrasanta,2 years ago, 5 stars ,
The Beacher Cafe,Queen St E,B Bailey,2 years ago, 5 stars ,Hope it opens again
The Beacher Cafe,Queen St E,Dana Garden,2 years ago, 3 stars ,Great food/outdoor dining in the Beaches area
The Beacher Cafe,Queen St E,J,2 years ago, 5 stars ,
The Beacher Cafe,Queen St E,Cynthia “RealtorCynthia5” Payne,2 years ago, 2 stars ,"One thing that really stands out for us here for us is the quality of care from the owner and our favourite server Ashley (she is some kind of wonderful).  We will never forget when we first moved in the neighbourhood, this is the first place we went to and in excitement in sharing that we just bought our new home, the owner treated our entire family to ice cream and said ""welcome to the neighbourhood.""  The small gesture meant so much to us as it was so genuine. Over the years, as our child was born we always felt so welcomed there and Ashely (our favourite server) had such a warm, natural rapport with our little guy and as he grew older in his tots they would always wave to eachother as they passed by. We really appreciate the community feels you create for your customers. To us you are family! Thank you for your excellence in customer service and your kindness."
The Beacher Cafe,Queen St E,Quad Mods FPV,2 years ago, 5 stars ,"Have enjoyed many breakfasts at the Beacher Cafe but have recently noticed that although the price of the menu stays the same, but the qualitty of the meals have not.  Especially the Healthy Breakfast that included a choice of avocado or cottage cheese.  The last 3 times we have been at the Beacher Cafe to support the local businesses, we have been told that the avocado is no longer available.  If the avocado is no longer available, then the price should either be lower or offer an additional poached egg.  That's my opinion!"
The Beacher Cafe,Queen St E,Tola Firdausi,2 years ago, 4 stars ,Quality of the burger is amazing! Patty is 100% premium beef that you feel on the first bite. Nice outdoor patio and staff is kind and friendly. Definitely recommend and look forward to coming back!
The Beacher Cafe,Queen St E,Labrador Kiko,2 years ago, 4 stars ,Chicken was undercooked..dressing for salad was in one lump..so disappointed.
The Beacher Cafe,Queen St E,Siamak Sanati,2 years ago, 3 stars ,"Awesome French toast, can’t wait to go back."
The Beacher Cafe,Queen St E,Julie Huang,2 years ago, 3 stars ,Great food and friendly service. It's also in a lovely neighbourhood so sitting on the patio was nice
The Beacher Cafe,Queen St E,Sarah Malito,2 years ago, 2 stars ,A great outdoor place for a all day breakfast meal. Decent price and they have healthy diet menu. Good portion and friendly ambient.
The Beacher Cafe,Queen St E,Mark Hindle,2 years ago, 5 stars ,"At least the food three of us had today was not good! Very soggy Caesar salad with cheap Parmesan cheese, bad dressing, and frozen chicken strips. Prices are ok for what they sell, great location and nice view."
The Beacher Cafe,Queen St E,Craig Arnold,2 years ago, 5 stars ,"Food is not bad, about what you’d expect for a cafe. Service is OK since staff does need to align on what they say - we had bikes with us our waitress recommended we just keep with us (i.e. lean against a tree or something). Then another waitress came and told me that was unacceptable and to move the bike."
The Beacher Cafe,Queen St E,Kirui_Irene,2 years ago, 5 stars ,Nice food but expensive for what you get. The staff are friendly but the boss is very rude and does not treat her staff well at all.
