name,time,stars,reviews
Iris Li,4 months ago, 5 stars ,This is my frequent coffee-to-go place whenever I’m at Toronto. I like bold taste coffee and the coffee here just suits my taste. The croissant is nice too.
Noah Ifergan,4 months ago, 3 stars ,"Didn't love the vibe here. Stuffy. Wi-fi didn't work. Coffee is pretty good though.

💓 Vibe - 3/5
🪑 Seating - 3/5
↔️ Space - 2/5
📶 Wifi - 1/5
☕️ Coffee - 4/5"
Motty Gruda,4 months ago, 5 stars ,
Jimmy Wang,5 months ago, 5 stars ,
David Aylen,5 months ago, 5 stars ,Was in the neighbourhood. Coffee was excellent!
Sujo Das,5 months ago, 1 star ,
Denis Baran,5 months ago, 5 stars ,Great customer service and professional staff members.
Tara Haddad,5 months ago, 4 stars ,A bit pricey but has a nice vibe
David “Julian” Martin,5 months ago, 5 stars ,
Orange Banana,5 months ago, 5 stars ,
བློ་བཟང་།,5 months ago, 5 stars ,Great coffee and croissant. Their reusable mug has a stopper and sleeve on it!
Darren Cheng,5 months ago, 5 stars ,
Pooya Sadeghi,6 months ago, 5 stars ,"Love the place, lovely and beautifully designed interior, very good coffee and pastries and friendly staff. Couldn’t ask for a better place."
Grace Quinsey,6 months ago, 5 stars ,Fabulous matcha lattes! Great service as well.
Isabelle Poole,6 months ago, 4 stars ,
Péter Sós,6 months ago, 5 stars ,"Nice staff, good coffee, decent food choices, downtown prices. It's nice to have reliable quality coffee in the neighbourhood!
Dog friendly (at least for ordering you can bring your dog inside)"
Elie Salameh,6 months ago, 5 stars ,"Hi Péter, thanks a lot for your wonderful 5-star review! Really glad that you love our coffee! Can't wait to meet you again soon at our coffee shop!"
Dona T,6 months ago, 3 stars ,
Taofiq Aziz,6 months ago, 5 stars ,
Kimia Roshani,6 months ago, 5 stars ,The iced V60 Colombian beans - best iced coffee I’ve ever tasted
penelope metaxas,7 months ago, 5 stars ,Amazing coffee and staff. Their Turkish coffee and pastries are the best.
John Metaxas,7 months ago, 5 stars ,"New fav spot! I’m obsessed with their fredo cappuccino with crema. It’s just like the coffees I would drink on my vacations in Greece. The place is brand new and clean. The staff are professional and the manager was very helpful! Highly recommend if you’re in the area, and even if you’re not!"
Kay K,7 months ago, 4 stars ,
Christine Lynn,7 months ago, 5 stars ,"The espresso here is fantastic, it's is perfectly bitter, smoky and delicious. The service is friendly, polite and knowledgeable. The establishment is always clean and the environment is welcoming."
Jonathan de la Cruz,7 months ago, 5 stars ,Such a fun experience..staff was incredible!!!!
Aditi Z,7 months ago, 5 stars ,
Peter Raftopoulos,7 months ago, 5 stars ,Good coffee. Great croissants. Must try!
Julia Henderson,7 months ago, 5 stars ,Ice coffee was so good 👍 great service too
Daniel Gomez,7 months ago, 4 stars ,
Rom Nik,7 months ago, 5 stars ,
Jeremy Mark,7 months ago, 5 stars ,"Luv this Cafe. They have a good selection of coffee to enjoy. Of course, service was excellent and cool. Another place to go to replace my Starbucks addiction. You need to give this place a try. Can't wait to come back."
nikolas filice,7 months ago, 5 stars ,Very good espresso drink. This is what espresso needs to taste like.
Jose Vieitez,7 months ago, 5 stars ,Amazing staff and great coffee!!
Negar Shahrokh,8 months ago, 5 stars ,What a beautiful little spot! So many coffee options. The coffee and pastries were very good.
Kevin,8 months ago, 5 stars ,"I’m obsessed with this place! They have a cool interior design, professional and friendly baristas, and the best filled croissants! So far, I’ve tried their Turkish coffee (they call it Greek coffee in the menu), banana walnut croissant, and pistachio croissant. My favorite is the banana walnuts so far but I’m going back to try other ones as well. The only issue is that their roasted beans are slightly overpriced but I like that they sell them in sealed reusable bags."
Dave,8 months ago, 5 stars ,"Friendly and attentive staff, a wide variety of coffee, and the option to buy niche and interesting coffee brewing devices. The selection of coffee, along with the variety of brewing techniques, make this a must visit cafe on it's own, but the baristas truly made the experience for me. After a small problem with one of the machines, the barista remade my coffee 3 times until it was up to par, and went out of his way to ensure he made me the best cup of coffee possible."
Matthew Lothian,8 months ago, 5 stars ,The espresso taste is really good. The croissant was delicious too. Nice decor inside and plenty of patio space outside. Friendly service.
Carla C,8 months ago, 5 stars ,"Great place for a quality coffee, friendly chat and bite to eat."
Dd 88,8 months ago, 4 stars ,Lovely staff!
Claire Hoon,8 months ago, 5 stars ,
Geoffrey L,8 months ago, 5 stars ,Cute little coffee shop! Kinda small but they got a great selection of coffee. I got the matcha latte and I have no complaints.
Alin S.,8 months ago, 5 stars ,"Great neighborhood place, knows their regulars, and decent food options to go with your coffee. There's a lot of people here during weekends but the staff are really quick so there's not a lot of waiting time.

Most likely pet friendly. Very often you'll see dogs just outside, and on the odd day you'll spot a small cat in a trolley"
Quarrington Z,8 months ago, 3 stars ,Best croissant ever!
Jay Canada,8 months ago, 5 stars ,"Unfortunately, this cup of single origin americano was over-extracted. Grinds are too fine and there are coffee bean sediments at the bottom of the cup. Also, over-extraction caused the coffee way too sour and astringent, undrinkable . For a $4.5 americano, I hoped it is at least decently crafted. However, I consider this to be an isolated event and would try again next time."
Federico Huffmann,9 months ago, 5 stars ,Great coffee place
Eric Jiang,9 months ago, 5 stars ,
Fetiye Aydın,9 months ago, 5 stars ,"Fantastic coffee, fantastic beans. Too bad specialty coffee is seasonal. Would have wanted to have some of their offerings year-round. It's excellent."
Hamdi Mursal,9 months ago, 4 stars ,
Robson Chow,9 months ago, 5 stars ,
Tanja G,9 months ago, 5 stars ,Great atmosphere
Varun Wadhwa,9 months ago, 5 stars ,"Cute, edgy little coffee joint on Bay St. ☕️Super friendly (and cute) staff 😜 Was very happy to see a flat white on the menu board 🙌🏼 Moderately to high priced for the coffee, but it was delicious and worth every penny. Plus nice to be supporting a small, local business 😊"
Ricardo Porter,9 months ago, 5 stars ,I tried a cortado because I wanted to taste how well the espresso shot was pulled and I was not disappointed. Great technique in preparing and pulling the shot and milk was the perfect texture and temperature. Will be back.
Sonia Cacoilo,9 months ago, 5 stars ,Great Job.
Jun Bang,9 months ago, 5 stars ,Best coffee in the area hands down!!
Galawej HB,10 months ago, 4 stars ,love the service and quality of this place. the barista I spoke with was very friendly with explaining different brewing methods and her recommendation for me blew my mind. I will defin come back here to try different brews.
Will Beekman,10 months ago, 5 stars ,"I ordered coffee and scones. I liked their coffee, atmosphere, and location. The owner and the staff were very friendly with good customer service. However, their scones were not fresh/ they were stale...Overall, it is a nice place with a great coffee selection."
Kari McLaughlin,10 months ago, 5 stars ,"Awesome selection, great setup, and very friendly and knowledgeable staff. Will definitely return."
Jennifer Likof,11 months ago, 4 stars ,Coffee was great . Love to visit here . Will surely visit here again
Asma S.,11 months ago, 4 stars ,
Dionyssis Protopapas,11 months ago, 5 stars ,"I tried their hot and iced chai latte and I loved them both! My friend attests to their great quality coffee (both in drinks and beans). Their pastries are fine. I had their almond croissant which was good but overpriced. Great service.
Overall, great to grab coffee from or hang around in."
Shayan Sohail,11 months ago, 5 stars ,This is the place for spanakopita and tyropita (spinach and cheese pie)!
Nicole Brown,11 months ago, 5 stars ,Good vibe of this place. Spanish latte highly recommended
Sara Ameri,11 months ago, 1 star ,Great coffee & amazing almond croissants!
Elizabeth T.,11 months ago, 3 stars ,Can't say how the coffee is since I never got to order anything despite waiting in line for 10 mins. The barista was chatting up with a customer while very slowly preparing the order. The other baristas were just idly looking around and at me waiting in line but none of them seemed willing to take an order. I was in a hurry so I just left and got my mid-day coffee somewhere else. Not bothering with this place again.
Andy Schoenhofer,11 months ago, 5 stars ,
Oliver Belfield,11 months ago, 5 stars ,"Great service from nice staff. Interesting collection of roasts and beans, and ways to brew them. Can use Ritual to pre-order."
Anupama Sharan,11 months ago, 5 stars ,"Dear Andy, we really thank you for your excellent 5-star review and for sharing your beautiful picture. Our passion is to offer the perfect bespoke coffee experience to all our guests. Can't wait to see you again at our coffee shop!"
Alexander Cappellazzo,11 months ago, 5 stars ,"After walking past this place on my way to work each morning, I decided to stop in for a latte. Milk was so smooth, espresso extracted perfectly. One of the best lattes I’ve had in a while!"
Parastaar Sutaria,11 months ago, 5 stars ,I have only been here once but I am giving a 5-star rating for this place being so pocket friendly while delivering great and artisanal coffee experience.
Matthew Bickford,a year ago, 4 stars ,"If I were lost at sea and stranded on an island, I really hope it's Coffee Island."
Tejasvee Prasad,a year ago, 5 stars ,"Lovely experience, a variety of coffees available including flavours and methods. Very patient and friendly service as well. A must try."
Paolo Griffin,a year ago, 5 stars ,
david sharvit,a year ago, 5 stars ,
Akhtar Uppal Party,a year ago, 5 stars ,
Moataz El Ayadi,a year ago, 4 stars ,"The service was perfect, they have so much coffee and great food you can try! Super recommended"
Robyn Petrik,a year ago, 5 stars ,
Deeksha Juneja,a year ago, 5 stars ,
Manuel Mora,a year ago, 5 stars ,"Found Coffee Island by doing a Google search for coffee shops near the hotel I was staying at. I intended to get take out only, but it was so cute that I ended up sitting in for a little while. I got a drip coffee and a flavoured croissant, and they were both very good! I noticed that the staff knew a lot of the regulars’ names and orders, and helped someone purchase whole beans as a gift. Overall, a great experience at Coffee Island!"
Camila Ponte,a year ago, 5 stars ,"I loved the coffee. I tried the Sumatra. I had never had Syphon coffee and was very impressed. They have 4-5 different brewing methods. The baristas are pretty knowledgeable as well.
The croissant was whatever, I would say stick to the coffee, don't bother with the food."
Julia Pugach,a year ago, 5 stars ,"The coffee here is amazing, they offer different coffee blends from different countries. The brownie cookies are fantastic, and the place has a great design."
Alexander Wreford,a year ago, 3 stars ,
Alex Frias,a year ago, 2 stars ,"Quick service, warm and cozy atmosphere and the tastiest coffee in town I've had so far! Starting from today - my #1 destination for a cup of cappuccino))"
Annie Chen,a year ago, 5 stars ,
James Kruk,a year ago, 5 stars ,"Some rude/unpleasant staff. It was my first visit. I was just asking about their products and learn about their original coffee. It seems they were not too enthusiastic or customer friendly for that matter. Never coming here again. Their regular brew was mediocre, but price was reasonable.

Overall decor and atmosphere was pleasant."
Alexei Marshall,a year ago, 2 stars ,
Sentayehu Berihun,a year ago, 5 stars ,"Great coffee, great service, great environment."
Emil Jayatileke,a year ago, 4 stars ,"Employees seem nice, food looks good, didn’t get to try it though. Being offered outside seating like a dog didn’t feel right, due to a friend’s medical condition. I remember when peoples private lives were private!"
Salim Bamakhrama,a year ago, 5 stars ,The best latte and excellent costumer service.
Simon Noiseux,a year ago, 5 stars ,"Great spot for a coffee shop as there’s not much around the immediate area. The coffee beans are more on the acidic side, which personally not my taste."
Jamie Carr,a year ago, 5 stars ,Great location and nice patio. The owners are nice. It has a wide selection of coffee beans.
YiMing HAN,a year ago, 5 stars ,"Excellent coffee, reheat our croissant to perfection!
Very good🙂 …"
Annanovit,a year ago, 5 stars ,"Favourite coffee chain from Greece, in downtown Toronto! Great coffee and nice outdoor seating"
Marcus Stokes,a year ago, 5 stars ,
Roberto Andrade,a year ago, 4 stars ,
Liam Ragan,a year ago, 5 stars ,Love the service... . I've never been disappointed. Love 💚 …
Seong Kim,a year ago, 5 stars ,
E Cordsen,a year ago, 5 stars ,"Some of the best coffee I’ve ever had, full stop. Didn’t even get mad at me when I accidentally ordered a siphon coffee when there was a long line. Also gives my dog a treat every time I come in."
Rafael Hovsepian,a year ago, 1 star ,
Jay HJ Lee,a year ago, 5 stars ,
Aynell Rodriguez,a year ago, 5 stars ,"I visited Coffee Island for the second time and when I walked in, barista (tall girl with curly hair and glasses) was sweeping the floor and without washing hands started taking my order. I asked for dark roast and since the dark roast coffee container was almost empty, she just topped up my cup from the medium roast container. If that wasn't enough, the blueberry scone I ordered was rubbery and not really fresh. It's a shame because I really liked their coffee on my first visit."
Chloe Bornstein,a year ago, 1 star ,Nice selection of beans.
Fabiano Daher,a year ago, 4 stars ,Very nice place to have coffee and sit outside. Staff is very knowledgeable.
Frédéric Samson,a year ago, 5 stars ,rude staff
Dmitry Romanenko,a year ago, 5 stars ,"Great coffee and place, I'd like to talk with employees but they had no time to chat."
stephen bodiam,a year ago, 3 stars ,"Great coffee, atmosphere, and service. Great place to kickoff your day."
Pauline Stevens,a year ago, 5 stars ,"Pandemic update: their service & coffee are still exceptional. One note - when ordering, be prepared that they have a lot of cup sizes to offer. 12 Oz is closer to your expected regular size in any other high quality coffee chain. I keep making mistake with ordering 8 Oz :)

This coffee place also has a lot of very tasty pastries. You should check it out!

Great coffee, fast service, welcoming environment. They support tap payments and Ritual. Their service overall gets better each day. Fantastic"
Tamer Rabbani,a year ago, 5 stars ,Hello Dmitry! Many thanks for your great 5-star review! Hope to see you again soon at our coffee shop!
Andrew Gong,a year ago, 5 stars ,Not great coffee. Nice patio.
Madeleine Dior,a year ago, 1 star ,Thank you for your time
James Scott,a year ago, 3 stars ,
Tony Z.,a year ago, 2 stars ,"Despite being on Bay Street the patio is quiet with little foot traffic - overall a comfortable place to relax and some of the seating is shaded.

One of the baristas that served me was really friendly.

Students also have a 10% discount at this branch"
Elli Braisteanu,a year ago, 4 stars ,Incredibly rude staff. None of their food or coffee is worth their holier than thou attitude.
Criterion “Criteri0n” raiix,a year ago, 5 stars ,
Adel Mukhametzyanova,a year ago, 1 star ,"Coffee was delicious, superior to  nearly all chains. Downside is that staff is rude, had that “I don’t want to be here” attitude. Whatever floats your boat"
Andreas Tassis,a year ago, 5 stars ,I live in Greece which is where the first Coffe Island started and with me living in the centre of Athens im surrounded by Coffee Island shops.Years ago I went to a Coffee Island for the first time with a friend where I got a cold chocolate with strawberry flavor and since then that's the only thing that I've been purchasing from that chainsaw for years.I highly recommended to buy cold chocolate with strawberry flavor since it's to die for but idk if they will make it the same in Toronto
Edward Escalon,a year ago, 3 stars ,
Simon DDN,a year ago, 1 star ,"Unreasonably rude staff.
Don’t even go there unless you want to ruin your mood .
Don’t recommend !!!"
Kelly Da Silva,a year ago, 3 stars ,"Excellent service, with immense knowledge of coffee willing to help you to make your own choice"
Shim Mannan,a year ago, 5 stars ,"The environment here is really unfriendly. I was translating for a friend and the staff seemed annoyed with us. They were completely uninterested in answering questions we had about the menu. Admittedly, the coffee selection is impressive as are the modes of preparation."
Lee Balki,a year ago, 5 stars ,"Long time customer here.  I've probably spent over 1,000$ here as I live 1 minute away.  I ALWAYS support small business over Starbucks and Tim Hortons so would support this place whenever I could.  Their prices are more than Tim's or Starbucks but again, I don't care as I prefer to support small businesses and would rather support the local community. However, I dealt with a disgustingly rude staff member a few weeks ago and will never be attending this coffee shop again."
Jesse DAndrade,a year ago, 5 stars ,Tasty but very expensive for the sizing.
George K online,a year ago, 3 stars ,
Mike H,a year ago, 5 stars ,
Ghizane Richards,a year ago, 5 stars ,Try the chocolate almond croissants
Daniella vanWeringh,a year ago, 5 stars ,Product amazing the 1 staff on location was literally rude as hell. Will just uber eats it to my place next time. I was so excited to see it in Toronto since I frequent Greece - not the same experience by any means.
Christina Tsakonas,a year ago, 5 stars ,Walked past the shop and decided to stop by. Ordered a latte and it was great. Good vibes inside the store and fast service. Will be back
Winey Tom,a year ago, 3 stars ,
Anne Matos,a year ago, 5 stars ,
Monique DaSantos,a year ago, 5 stars ,
Michelle W,a year ago, 5 stars ,"Coffee Island offers a good selection of coffees with a wide range of brewing methods.  But the staff were not particularly friendly or interested in discussing their products.  I ordered a light roast and the staff secretly pumped medium roast into the cup, probably because the light roast had run out... (at 9:45 in the morning?)."
Greg Dwulit,a year ago, 5 stars ,"My favourite go to coffee shop when I am in Toronto. Friendly, efficient staff who go above and beyond for their customers. Many thanks!!"
Hina Naeem,a year ago, 1 star ,
Pier-Alexandre Fortin,a year ago, 5 stars ,Helpful staff. Great coffee. Nice atmosphere
Aram Santiago,2 years ago, 5 stars ,Their Spanish latte is delicious. They have many different flavours of coffee including ameretto. It's also a beautiful coffee shop that was well designed. I highly recommend
Claude Reatha,2 years ago, 4 stars ,
Mark P,2 years ago, 5 stars ,
Parth Patel,2 years ago, 3 stars ,"Excellent service, excellent place and quality product 👌 …"
Maria Ivanova,2 years ago, 5 stars ,nice tea and place.
Elisangela Militao,2 years ago, 3 stars ,Better than Starbucks.
Rohitash Hurla,2 years ago, 5 stars ,
Vineed,2 years ago, 5 stars ,
Vanessa Dennies,2 years ago, 5 stars ,"I've been there twice. The coffee is good, the place is beautiful, but the lady who prepares coffee is a little rude. I don't feel comfortable been attended to by her. I love coffee, I go to coffee shops frequently and, I can say that it's not common to see baristas like her."
NihilistsRUs,2 years ago, 5 stars ,"Hands down one of the best places to get coffee in Toronto. They have an amazing selection of single source java and the taste gets me every time. Not too sour or bitter, just the right balance that doesn't make you acidic:). Oh, and their chocolate almond croissant- the best I've had in Toronto"
Hayley Mauritis,2 years ago, 5 stars ,"This is a cute little place on the Bay and Wellesley corridor and they have really nice staff! We were on a fall walk and didn't carry any credit cards on us. We had recently activated google pay (so, we weren't sure if it would work or not).

We told the lady at the counter to try charging us first to make sure it went through - and she was like ""that's fine, you guys obviously live in the area - you can drop by and pay later if it does not work""

Our payment worked :)

Very genuine and friendly customer service - that's really difficult to find these days. Kudos to their staff!

The coffee was great. They also have flavored hot chocolate (my wife tried the strawberry one - it tasted like the red quality street chocolate, for the one's who know it!)

Great place. Do check out if you are in the neighborhood."
Kev N,2 years ago, 5 stars ,"The coffee and espresso is so flavourful and delicious. The croissants are buttery and light - among the best I’ve had in the city. The staff are so warm, knowledgeable and friendly making this my favourite cafe in TO"
Thomas Martin,2 years ago, 5 stars ,"Friendly service, delicious treats, quality packaging and incredibly flavourful beans. This is my go to. I’ve taken a few friends here, or brewed their coffee at home for friends and it’s always a hit."
Edwin C,2 years ago, 5 stars ,
Mario guerra,2 years ago, 4 stars ,"My favorite small business coffee shop and you should support it too! Great staff, great service, even better coffee.

Huge range of coffee beans and coffee methods at reasonable pricing."
Lambros Galanos,2 years ago, 5 stars ,Great coffee
tess Y,2 years ago, 5 stars ,Nice lattes
Chris Tzagas,2 years ago, 5 stars ,Good coffee selection with lots of the interesting options to try. Good Price
David Kokoros,2 years ago, 5 stars ,
Sidi S,2 years ago, 4 stars ,
Andreí Gulnev,2 years ago, 5 stars ,
Fulvio Calogiuri,2 years ago, 5 stars ,The only Coffee Island outside of Greece. Probably the only place in Canada that can do a perfect Freddo espresso or cappuccino
Abraham Aguilar,2 years ago, 5 stars ,Nothing short of an overall amazing experience is to be expected when visiting this wonderful establishment. The service and ambience of the place are both great and the quality of both the variety of hot and cold beverages I have tried are top notch. The menu items are also very reasonably priced. It's located near Queen's park so you can't go wrong stopping by for a coffee and pastry on your way to the park. Highly recommend!
Aditi Jadhav,2 years ago, 5 stars ,
Nicholas w,2 years ago, 1 star ,Very nice coffee  with loads of different brewing methods.
William Khalil,2 years ago, 5 stars ,
Nelson Correia,2 years ago, 5 stars ,
Dylan Pammett,2 years ago, 5 stars ,"I've been here twice.  Both times the staff were not wearing masks.  Today the barista was not wearing a mask and not washing hands between cleaning the counter and serving food.  The latte was good, but I couldn't eat the croissant after it was touched with unwashed hands."
Tim Pollock,2 years ago, 5 stars ,"Hello Nicholas! We really appreciate you taking the time to give us your review. Please note that we always make sure to be taking all the required safety measures and we are very strict about this. We have mentioned your experience to our team to figure out what could have gone wrong, but please feel free next time to mention anything that falls short of your expectations to any available staff member so we sort it out right on the spot. Hope we have the chance to meet you once again at our coffee shop. Good day!"
Marco B.,2 years ago, 5 stars ,"2020.09.12. A quick visit for a walkthrough coffee. I had my ""Turkish Coffee"" prepared on hot sand. One comment to the staff ""Please wear your mask at all tines"". Sat on the patio outside.

2020.08.30. The afternoon walk was on Bay Street North. This time had a ""Turkish Coffee"" prepared in hot sand at ""Coffee Island"". This was my first ""Turkish Coffee"" since 9th of August 2020. It was a strong good coffee."
Ajit,2 years ago, 5 stars ,I haven't had the coffee drinks but the iced blended chai latte and matcha were very good. I would also recommend the ginger molasses cookie :)
Simon Williams-Im,2 years ago, 5 stars ,Great coffee selection with lots of the interesting options to try from. They also offer several brewing methods to which mean you there are plentiful way to enjoy you coffee.
Susanna Huong,2 years ago, 5 stars ,"Awesome coffee spot. You can literally get coffee any way you like it. They have more brewing methods than I can remember and a huge selection of beans, and flavors. They also sell coffee brewing equipment and beans whole or ground to take home. Well worth a visit when in the area and in need of a delicious coffee or espresso."
Priscila Santos,2 years ago, 3 stars ,A unique caffee shop. Ni e to sit and have a chat. Coffe is really good.
Sina Kheiri,2 years ago, 5 stars ,Great local spot with outdoor seating
Nazreen Jagoo,2 years ago, 4 stars ,"Lovely chocolate and almond croissant. Nice location, friendly staff!"
Mahdi Haghifam,2 years ago, 5 stars ,"Good coffee and tasty pastries! Also, great baristas and dog friendly! My new favourite place to get a morning coffee."
Dana Young,2 years ago, 3 stars ,
Dimitri Bekiropoulos,2 years ago, 5 stars ,Try their lavender Iced tea! 👍🏼 …
MaxKing100,2 years ago, 5 stars ,
Ying Wu,2 years ago, 5 stars ,It is one the best coffee places I have tried in the downtown. They have variety of exciting coffee beans from all around the world. The staff are very knowledgeable and they can help you figure out the flavour you like.
Jonathan Cote,2 years ago, 4 stars ,"Use to really like this coffee shop but service has been lacking. This kid made a latte when my friend ordered a cappuccino. Asked before grabbing the drink if this was a latte because the foam was very thin. The barista replied “ oh it’s the same thing “ ... DID NOT even bothered to offer to make a new one , just went back doing his own thing.... that kinda ruined my liking of this place sorry.

Just shows he doesn’t even know the difference between a cappuccino and latte.

Anyways, always crowded. It’s great that they have outdoor seating, and it’s dog friendly but unfortunately the way the building is built creates a massive wind tunnel. So it’s always very windy when sitting outdoor during the summer."
dan stramer,2 years ago, 5 stars ,"Hello Dana Yang, thank you very much for leaving us your review. We are sorry to hear that you didn't have a nice experience during your last visit. We feel confident that the incident was due to a misunderstanding. Please feel free to always mention anything that fails your expectations to any available staff member so we sort it out on the spot. We would be really happy to welcome you once again!😊"
Matthew Anthony Le Blanc,2 years ago, 5 stars ,Proper coffee every time
Faishal Saiyed,2 years ago, 5 stars ,Really nice Coffee shop. I'd recommend getting a Coffeechino.
Cortni Fernandez,2 years ago, 5 stars ,
DIY Vacation,2 years ago, 5 stars ,
Marilena Riga,2 years ago, 5 stars ,Great coffee. Open for takeout
Simon Kim,3 years ago, 5 stars ,Great space right off Yonge. The croissants are always fresh and tasty and the coffees are from different parts of the world. A regular stop on our Saturdays.
jinane ghazal,3 years ago, 5 stars ,
Matthew Heiser,3 years ago, 5 stars ,
Ahmed Al-Yassin,3 years ago, 5 stars ,Hello Cortini thank you for your rating! Can't wait to meet you at our coffee shop soon again😊
Eugene Alymov,3 years ago, 5 stars ,"This is a great place to sit that has outstanding passion for coffee with almost a science experiment of drips, plungers etc. The staff are very nice and knowledgeable. Worth checking out."
Latifa Soliman,3 years ago, 5 stars ,Hi Lauren! Thank you so much for writing such a great review! Our passion is to always offer a unique coffee experience to all our guests. Really glad for your nice words. Looking forward to seeing you soon again!😊
Pavlos Agrios,3 years ago, 5 stars ,Amazing coffee remained me Greece!! Thank you guys!!! Good job!!☕🔥🌟👍 …
Pavlos Rafail Ntovas,3 years ago, 5 stars ,"Hello Μαριλενα Ρηγα, thank you very much for your nice words and for leaving us a 5-star review! Our passion is to always offer a unique coffee expeirience to each one of our guests and we're very pleased that you had it too! Hope to see you soon again!  😊"
Paula Mondoux,3 years ago, 3 stars ,Friendly staff and good coffee.
Debanjana Kundu,3 years ago, 5 stars ,Hi Simon! Thank you so much for your nice review! We hope to see you soon again!😊
Shayer Quasem,3 years ago, 5 stars ,
Devin Durrant,3 years ago, 5 stars ,Hey Jihane many thanks for your 5-star rating! Hope to meet you once again!😊
Charmaine Flowers,3 years ago, 4 stars ,Great coffee!!   Super nice staff!  Would come again when I’m in the area.
ΔΗΜΗΤΡΗΣ ΒΑΤΟΥΓΙΟΣ,3 years ago, 5 stars ,"Hello Matthew, thank you very much for leaving us a 5-star review. Really grateful for your nice words. Looking forward to meeting you when you're around again. 😊"
Rob,3 years ago, 5 stars ,"Nice place and drinks, also nice people"
Milan Kovar,3 years ago, 5 stars ,hey Ahmed thank you so much for this nice 5-star review! looking forward to meeting you soon again!😊
