name,time,stars,reviews
Graeham Magee,9 months ago, 4 stars ,Thanks so much for the review! We appreciate it so much :)
Avihai Fernbach,11 months ago, 5 stars ,Small and dainty coffee store by the beaches. The aesthetic is nice and the washroom is clean. The beans make for a good Americano. The baristas were very passionate explaining to me different beans.
Jesse-Ross Cohen,11 months ago, 5 stars ,Thanks Willy! Come back any time
Jessica Darling,a year ago, 5 stars ,The best Americano in the Beaches (possible Toronto). Love coming here. Staff and owner are all very friendly.
Patrick Hodgson,a year ago, 5 stars ,"We are honoured, thank you deep!"
Monique Blackman,a year ago, 5 stars ,
Dave McKay,a year ago, 5 stars ,:) thanks Tim
Sandra,a year ago, 5 stars ,Wonderful coffee and the best selection of sugar free sweets I’ve ever had the luck of coming across
Christina B,a year ago, 5 stars ,"You da best, thanks for the review!"
Kayley Henning,a year ago, 5 stars ,My partner just did our second delivery order from here. Excellent Keto Cookies for afternoon munchies!
Christophe F.,a year ago, 5 stars ,Thank you!! So glad you enjoyed your delivery
Ilan D. Muskat,a year ago, 5 stars ,"Great drinks, haven't tried any food items"
The Beach Foodie,a year ago, 5 stars ,Glad you love our drinks! Hope you’ll try our food soon
Mark Stevenson,a year ago, 5 stars ,"Good food, ok prices. Most of the keto products are expensive which is to be expected- but the quality does make up for it. The tiramisu they sell by ketolibriyum is absolutely amazing.

The only downside is it's a little too far away and way out of the way and the hours are too short so if you need to get something after a 9-5 job in downtown Toronto, store would be closed by then.

Would really help if they had delivery of some kind."
Pamela Beharry,a year ago, 5 stars ,Thanks for your review and for supporting local. We are slowly introducing delivery and will be adding more items weekly. Team haven!
Wally,a year ago, 5 stars ,It’s so hard to believe that cheesecakes have low carb as they are sooo delicious!!
Bonnie Lee,a year ago, 5 stars ,Right?! We agree. Thanks for the review Fulden
Natacha Santos,a year ago, 5 stars ,
Leila Monib,a year ago, 5 stars ,Thank you!! We appreciate you
Doug Semple,a year ago, 5 stars ,Buttermilk chicken sammy is delicious.
Jasper Walton,a year ago, 5 stars ,Thanks Tyler!
Dan Jackson,a year ago, 5 stars ,
Astrum Rimor,a year ago, 5 stars ,Thank you for the review Sami!
Susy T,a year ago, 5 stars ,
NihilistsRUs,a year ago, 5 stars ,Just ordered uber eats from these guys. Their food is f***ing delicious! Didn't expect that :)
L W,a year ago, 5 stars ,Thanks so much for the review Avihai! So glad you enjoyed your food! :)
Steph Z,a year ago, 5 stars ,Had my first fried chicken sandwich today from Haven….it won’t be the last!!!
Amanda Lawrence,a year ago, 5 stars ,Thanks so much Jesse! So glad you enjoyed your sammy. :)
Conrad Wong,a year ago, 5 stars ,Came for a coffee and the cappuccino foam was like sucking up a deliciously squishy marshmallow. Just a little sip of heaven.
Stephanie Simonyi,a year ago, 5 stars ,Thank you so much Jessica - this review made our day!
Brian Hart,a year ago, 5 stars ,Knowledgeable staff and great coffee. Also enjoyed the bone broth soup and pastries. Love this place.
Ioanna B,a year ago, 5 stars ,Thanks so much for the review Patrick! Hope you'll be back soon!
Maxwell Amias,a year ago, 5 stars ,"Best spot to get coffee and a paleo, keto or gluten-free snack. The owners are so friendly and welcoming, and seem to have a unique bond with many of their customers. Love the vibe and the atmosphere and they are always willing to go the extra mile to order something special for you and change something because of dietary restrictions.  My favourite place to go now in the Beaches."
ABINASH BASA,a year ago, 5 stars ,You're the best Monique :)
Joy Chatfield,a year ago, 5 stars ,"I love this place!  We are gluten free and it is hard to find gluten free that isn't loaded with sugar.  It such a lovely little spot and I enjoy the friendly staff, love the owners.  The one thing that stands out the most though is the coffee!  I have had the same brand from other places, but it never tastes this good.  I will be back here often"
Josh King,a year ago, 5 stars ,Thank you so much Dave :) Come back soon!
cres pop,a year ago, 5 stars ,
Devon Monkhouse,a year ago, 4 stars ,Thanks for your review Sandra!
Moe Kazmi,a year ago, 1 star ,Recently stumbled across this place and love it! So many tasty drinks and snacks that are gluten free and refined sugar free :)
Kathleen Wells,a year ago, 5 stars ,Thank you so much for the review Christina! Hope to have you back soon.
Kimmy Burton,a year ago, 1 star ,Thankfully I don’t live too close to the Haven or I would absolutely be blowing all my money there. It’s such a treat to find a fully gluten-free cafe/store and feel safe ordering anything. The owners are lovely people and staff are always friendly. Their chicken sandwiches and breakfast sandwiches are fantastic - worth driving across the city! Whenever I find myself in the east end I make a point to stop by.
Martyna Garncarz,a year ago, 5 stars ,Haha thanks so much for your review Kayley - hope to have you back soon :)
Flavia Jones,a year ago, 5 stars ,
tatiana velasquez,a year ago, 5 stars ,Thanks for your review Christophe!
Humaira Saiyad,a year ago, 1 star ,
Nikki Pagaling,a year ago, 5 stars ,Thanks for your review!
Crafted Clash,a year ago, 5 stars ,"No lineup, great customer service and feedback regarding product queries + info."
Tina C L,a year ago, 4 stars ,Thank you so much! We hope to have you back soon :)
Gabriela,2 years ago, 5 stars ,
Humaira Saiyad,2 years ago, 1 star ,Thank you Mark!
Mike,2 years ago, 5 stars ,"Clean, well stocked and friendly staff also great selection of locally sourced products."
Courtney Faye,2 years ago, 5 stars ,Thank you so much Pamela! We hope to see you again and reach out if we can ever help with anything
Naqeeb Khan,2 years ago, 5 stars ,
Polina Privis,2 years ago, 5 stars ,Thank you Wally! We hope to see you again soon
Laura Hilderley,2 years ago, 5 stars ,
Jenny Yi,2 years ago, 5 stars ,Thanks Bonnie for supporting local!
Christina McCarthy,2 years ago, 5 stars ,"Best coffee in Town!! I love this place, everyone is so nice and the treats are yummy!  But seriously it's the only place I go for an oat milk latte ❣️❣️"
Michaela Agnelli,2 years ago, 5 stars ,Thank you Natasha! We love making your lattes :) best neighbour and doggo treat provider 😉
Jeff Norris,2 years ago, 5 stars ,The Haven is my happy place. Great selection of low carb fare and wonderful owners who always make you feel welcome. Pictured here is an iced matcha latte with almond milk and sweetened with a touch of stevia alongside a super yummy chocolate chip NOATmeal cookie. Low carb joy!
Lukas Wojcicki,2 years ago, 5 stars ,Thank you so much Leila. It is always a pleasure to have you ❤️
Chris Dulny,2 years ago, 5 stars ,"Great lo-carb and gluten free selection of foods, including mains, sides, and desserts!  Love the cookies! Nice, clean, and spacious. The owners are very knowledgeable and friendly. Definitely will be back to The Haven at Queen and Willow."
Maddy Calconi,2 years ago, 5 stars ,Thank you so much for your review Doug! It was great chatting with you! Hope to have you back soon.
Jack Phoenix,2 years ago, 5 stars ,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
